timestamp,predicted_kWh_p10,predicted_kWh_p50,predicted_kWh_p90,predicted_CO2_p50,predicted_PF_p50,hour,day_of_week,is_weekend,Load_Type,predicted_kWh
2019-01-01 17:15:00,2.0,3.844,3.903,0.169,8.0,17,Tuesday,0,Maximum_Load,3.844
2019-01-01 17:30:00,2.0,3.821,3.878,0.169,8.0,17,Tuesday,0,Maximum_Load,3.821
2019-01-01 17:45:00,2.0,3.821,3.878,0.169,8.0,17,Tuesday,0,Maximum_Load,3.821
2019-01-01 18:00:00,2.0,3.811,3.837,0.155,8.0,18,Tuesday,0,Medium_Load,3.811
2019-01-01 18:15:00,2.0,3.758,3.791,0.155,8.0,18,Tuesday,0,Medium_Load,3.758
2019-01-01 18:30:00,2.0,3.712,3.755,0.155,8.0,18,Tuesday,0,Medium_Load,3.712
2019-01-01 18:45:00,2.0,3.691,3.716,0.155,8.0,18,Tuesday,0,Medium_Load,3.691
2019-01-01 19:00:00,2.0,3.689,3.683,0.156,8.0,19,Tuesday,0,Medium_Load,3.689
2019-01-01 19:15:00,2.0,3.689,3.683,0.156,8.0,19,Tuesday,0,Medium_Load,3.689
2019-01-01 19:30:00,2.0,3.689,3.683,0.156,8.0,19,Tuesday,0,Medium_Load,3.689
2019-01-01 19:45:00,2.0,3.689,3.683,0.156,8.0,19,Tuesday,0,Medium_Load,3.689
2019-01-01 20:00:00,2.0,3.688,3.683,0.152,8.0,20,Tuesday,0,Medium_Load,3.688
2019-01-01 20:15:00,2.0,3.688,3.683,0.152,8.0,20,Tuesday,0,Medium_Load,3.688
2019-01-01 20:30:00,2.0,3.688,3.683,0.152,8.0,20,Tuesday,0,Medium_Load,3.688
2019-01-01 20:45:00,2.0,3.688,3.683,0.152,8.0,20,Tuesday,0,Medium_Load,3.688
2019-01-01 21:00:00,2.0,3.691,3.683,0.156,8.0,21,Tuesday,0,Medium_Load,3.691
2019-01-01 21:15:00,2.0,3.691,3.683,0.156,8.0,21,Tuesday,0,Medium_Load,3.691
2019-01-01 21:30:00,2.0,3.691,3.683,0.156,8.0,21,Tuesday,0,Medium_Load,3.691
2019-01-01 21:45:00,2.0,3.691,3.683,0.156,8.0,21,Tuesday,0,Medium_Load,3.691
2019-01-01 22:00:00,2.0,3.69,3.684,0.151,8.0,22,Tuesday,0,Light_Load,3.69
2019-01-01 22:15:00,2.0,3.69,3.684,0.151,8.0,22,Tuesday,0,Light_Load,3.69
2019-01-01 22:30:00,2.0,3.69,3.684,0.151,8.0,22,Tuesday,0,Light_Load,3.69
2019-01-01 22:45:00,2.0,3.69,3.684,0.151,8.0,22,Tuesday,0,Light_Load,3.69
2019-01-01 23:00:00,2.0,3.69,3.684,0.126,8.0,23,Tuesday,0,Light_Load,3.69
2019-01-01 23:15:00,2.0,3.69,3.684,0.126,8.0,23,Tuesday,0,Light_Load,3.69
2019-01-01 23:30:00,2.0,3.69,3.684,0.126,8.0,23,Tuesday,0,Light_Load,3.69
2019-01-01 23:45:00,2.0,3.69,3.684,0.126,8.0,23,Tuesday,0,Light_Load,3.69
2019-01-02 00:00:00,2.0,3.69,3.683,0.151,8.0,0,Wednesday,0,Light_Load,3.69
2019-01-02 00:15:00,2.0,3.69,3.683,0.151,8.0,0,Wednesday,0,Light_Load,3.69
2019-01-02 00:30:00,2.0,3.69,3.683,0.151,8.0,0,Wednesday,0,Light_Load,3.69
2019-01-02 00:45:00,2.0,3.69,3.683,0.151,8.0,0,Wednesday,0,Light_Load,3.69
2019-01-02 01:00:00,2.0,3.69,3.681,0.151,8.0,1,Wednesday,0,Light_Load,3.69
2019-01-02 01:15:00,2.0,3.69,3.681,0.151,8.0,1,Wednesday,0,Light_Load,3.69
2019-01-02 01:30:00,2.0,3.69,3.681,0.151,8.0,1,Wednesday,0,Light_Load,3.69
2019-01-02 01:45:00,2.0,3.69,3.681,0.151,8.0,1,Wednesday,0,Light_Load,3.69
2019-01-02 02:00:00,2.0,3.69,3.681,0.15,8.0,2,Wednesday,0,Light_Load,3.69
2019-01-02 02:15:00,2.0,3.69,3.681,0.15,8.0,2,Wednesday,0,Light_Load,3.69
2019-01-02 02:30:00,2.0,3.69,3.681,0.15,8.0,2,Wednesday,0,Light_Load,3.69
2019-01-02 02:45:00,2.0,3.69,3.681,0.15,8.0,2,Wednesday,0,Light_Load,3.69
2019-01-02 03:00:00,2.0,3.69,3.681,0.154,8.0,3,Wednesday,0,Light_Load,3.69
2019-01-02 03:15:00,2.0,3.69,3.681,0.154,8.0,3,Wednesday,0,Light_Load,3.69
2019-01-02 03:30:00,2.0,3.69,3.681,0.154,8.0,3,Wednesday,0,Light_Load,3.69
2019-01-02 03:45:00,2.0,3.69,3.681,0.154,8.0,3,Wednesday,0,Light_Load,3.69
2019-01-02 04:00:00,2.0,3.69,3.681,0.164,8.0,4,Wednesday,0,Light_Load,3.69
2019-01-02 04:15:00,2.0,3.69,3.681,0.164,8.0,4,Wednesday,0,Light_Load,3.69
2019-01-02 04:30:00,2.0,3.69,3.681,0.164,8.0,4,Wednesday,0,Light_Load,3.69
2019-01-02 04:45:00,2.0,3.69,3.681,0.164,8.0,4,Wednesday,0,Light_Load,3.69
2019-01-02 05:00:00,2.0,3.69,3.681,0.175,8.0,5,Wednesday,0,Light_Load,3.69
2019-01-02 05:15:00,2.0,3.69,3.681,0.175,8.0,5,Wednesday,0,Light_Load,3.69
2019-01-02 05:30:00,2.0,3.69,3.681,0.175,8.0,5,Wednesday,0,Light_Load,3.69
2019-01-02 05:45:00,2.0,3.69,3.681,0.175,8.0,5,Wednesday,0,Light_Load,3.69
2019-01-02 06:00:00,2.0,3.691,3.681,0.175,8.0,6,Wednesday,0,Medium_Load,3.691
2019-01-02 06:15:00,2.0,3.691,3.681,0.175,8.0,6,Wednesday,0,Medium_Load,3.691
2019-01-02 06:30:00,2.0,3.691,3.681,0.175,8.0,6,Wednesday,0,Medium_Load,3.691
2019-01-02 06:45:00,2.0,3.691,3.681,0.175,8.0,6,Wednesday,0,Medium_Load,3.691
2019-01-02 07:00:00,2.0,3.694,3.69,0.178,8.0,7,Wednesday,0,Medium_Load,3.694
2019-01-02 07:15:00,2.0,3.694,3.69,0.178,8.0,7,Wednesday,0,Medium_Load,3.694
2019-01-02 07:30:00,2.0,3.694,3.69,0.178,8.0,7,Wednesday,0,Medium_Load,3.694
2019-01-02 07:45:00,2.0,3.694,3.69,0.178,8.0,7,Wednesday,0,Medium_Load,3.694
2019-01-02 08:00:00,2.0,3.742,3.8,0.179,8.0,8,Wednesday,0,Maximum_Load,3.742
2019-01-02 08:15:00,2.0,3.77,3.902,0.179,8.0,8,Wednesday,0,Maximum_Load,3.77
2019-01-02 08:30:00,2.0,3.77,3.902,0.179,8.0,8,Wednesday,0,Maximum_Load,3.77
2019-01-02 08:45:00,2.0,3.77,3.902,0.179,8.0,8,Wednesday,0,Maximum_Load,3.77
2019-01-02 09:00:00,2.0,3.775,4.065,0.216,8.0,9,Wednesday,0,Maximum_Load,3.775
2019-01-02 09:15:00,2.0,3.775,4.065,0.216,8.0,9,Wednesday,0,Maximum_Load,3.775
2019-01-02 09:30:00,2.0,3.775,4.065,0.216,8.0,9,Wednesday,0,Maximum_Load,3.775
2019-01-02 09:45:00,2.0,3.775,4.065,0.216,8.0,9,Wednesday,0,Maximum_Load,3.775
2019-01-02 10:00:00,2.0,3.782,4.065,0.2,8.0,10,Wednesday,0,Maximum_Load,3.782
2019-01-02 10:15:00,2.0,3.817,4.102,0.2,8.0,10,Wednesday,0,Maximum_Load,3.817
2019-01-02 10:30:00,2.0,3.817,4.102,0.2,8.0,10,Wednesday,0,Maximum_Load,3.817
2019-01-02 10:45:00,2.0,3.817,4.102,0.2,8.0,10,Wednesday,0,Maximum_Load,3.817
2019-01-02 11:00:00,2.0,3.85,5.123,0.108,8.0,11,Wednesday,0,Maximum_Load,3.85
2019-01-02 11:15:00,2.0,3.926,5.191,0.108,8.0,11,Wednesday,0,Maximum_Load,3.926
2019-01-02 11:30:00,2.0,3.954,5.195,0.108,8.0,11,Wednesday,0,Maximum_Load,3.954
2019-01-02 11:45:00,2.0,3.954,5.195,0.108,8.0,11,Wednesday,0,Maximum_Load,3.954
2019-01-02 12:00:00,2.0,3.918,5.163,0.093,8.0,12,Wednesday,0,Maximum_Load,3.918
2019-01-02 12:15:00,2.0,3.927,5.173,0.093,8.0,12,Wednesday,0,Maximum_Load,3.927
2019-01-02 12:30:00,2.0,3.918,5.163,0.093,8.0,12,Wednesday,0,Maximum_Load,3.918
2019-01-02 12:45:00,2.0,3.927,5.173,0.093,8.0,12,Wednesday,0,Maximum_Load,3.927
2019-01-02 13:00:00,2.0,3.954,5.33,0.114,8.0,13,Wednesday,0,Maximum_Load,3.954
2019-01-02 13:15:00,2.0,3.954,5.33,0.114,8.0,13,Wednesday,0,Maximum_Load,3.954
2019-01-02 13:30:00,2.0,3.954,5.33,0.114,8.0,13,Wednesday,0,Maximum_Load,3.954
2019-01-02 13:45:00,2.0,3.954,5.33,0.114,8.0,13,Wednesday,0,Maximum_Load,3.954
2019-01-02 14:00:00,2.0,3.921,4.231,0.133,8.0,14,Wednesday,0,Maximum_Load,3.921
2019-01-02 14:15:00,2.0,3.921,4.231,0.133,8.0,14,Wednesday,0,Maximum_Load,3.921
2019-01-02 14:30:00,2.0,3.921,4.231,0.133,8.0,14,Wednesday,0,Maximum_Load,3.921
2019-01-02 14:45:00,2.0,3.921,4.231,0.133,8.0,14,Wednesday,0,Maximum_Load,3.921
2019-01-02 15:00:00,2.0,3.921,4.231,0.149,8.0,15,Wednesday,0,Maximum_Load,3.921
2019-01-02 15:15:00,2.0,3.921,4.231,0.149,8.0,15,Wednesday,0,Maximum_Load,3.921
2019-01-02 15:30:00,2.0,3.921,4.231,0.149,8.0,15,Wednesday,0,Maximum_Load,3.921
2019-01-02 15:45:00,2.0,3.921,4.231,0.149,8.0,15,Wednesday,0,Maximum_Load,3.921
2019-01-02 16:00:00,2.0,3.914,4.05,0.118,8.0,16,Wednesday,0,Maximum_Load,3.914
2019-01-02 16:15:00,2.0,3.924,4.06,0.118,8.0,16,Wednesday,0,Maximum_Load,3.924
2019-01-02 16:30:00,2.0,3.914,4.05,0.118,8.0,16,Wednesday,0,Maximum_Load,3.914
2019-01-02 16:45:00,2.0,3.924,4.06,0.118,8.0,16,Wednesday,0,Maximum_Load,3.924
2019-01-02 17:00:00,2.0,3.872,3.914,0.169,8.0,17,Wednesday,0,Maximum_Load,3.872
2019-01-02 17:15:00,2.0,3.844,3.903,0.169,8.0,17,Wednesday,0,Maximum_Load,3.844
2019-01-02 17:30:00,2.0,3.821,3.878,0.169,8.0,17,Wednesday,0,Maximum_Load,3.821
2019-01-02 17:45:00,2.0,3.821,3.878,0.169,8.0,17,Wednesday,0,Maximum_Load,3.821
2019-01-02 18:00:00,2.0,3.811,3.837,0.155,8.0,18,Wednesday,0,Medium_Load,3.811
2019-01-02 18:15:00,2.0,3.758,3.791,0.155,8.0,18,Wednesday,0,Medium_Load,3.758
2019-01-02 18:30:00,2.0,3.712,3.755,0.155,8.0,18,Wednesday,0,Medium_Load,3.712
2019-01-02 18:45:00,2.0,3.691,3.716,0.155,8.0,18,Wednesday,0,Medium_Load,3.691
2019-01-02 19:00:00,2.0,3.689,3.683,0.156,8.0,19,Wednesday,0,Medium_Load,3.689
2019-01-02 19:15:00,2.0,3.689,3.683,0.156,8.0,19,Wednesday,0,Medium_Load,3.689
2019-01-02 19:30:00,2.0,3.689,3.683,0.156,8.0,19,Wednesday,0,Medium_Load,3.689
2019-01-02 19:45:00,2.0,3.689,3.683,0.156,8.0,19,Wednesday,0,Medium_Load,3.689
2019-01-02 20:00:00,2.0,3.688,3.683,0.152,8.0,20,Wednesday,0,Medium_Load,3.688
2019-01-02 20:15:00,2.0,3.688,3.683,0.152,8.0,20,Wednesday,0,Medium_Load,3.688
2019-01-02 20:30:00,2.0,3.688,3.683,0.152,8.0,20,Wednesday,0,Medium_Load,3.688
2019-01-02 20:45:00,2.0,3.688,3.683,0.152,8.0,20,Wednesday,0,Medium_Load,3.688
2019-01-02 21:00:00,2.0,3.691,3.683,0.156,8.0,21,Wednesday,0,Medium_Load,3.691
2019-01-02 21:15:00,2.0,3.691,3.683,0.156,8.0,21,Wednesday,0,Medium_Load,3.691
2019-01-02 21:30:00,2.0,3.691,3.683,0.156,8.0,21,Wednesday,0,Medium_Load,3.691
2019-01-02 21:45:00,2.0,3.691,3.683,0.156,8.0,21,Wednesday,0,Medium_Load,3.691
2019-01-02 22:00:00,2.0,3.69,3.684,0.151,8.0,22,Wednesday,0,Light_Load,3.69
2019-01-02 22:15:00,2.0,3.69,3.684,0.151,8.0,22,Wednesday,0,Light_Load,3.69
2019-01-02 22:30:00,2.0,3.69,3.684,0.151,8.0,22,Wednesday,0,Light_Load,3.69
2019-01-02 22:45:00,2.0,3.69,3.684,0.151,8.0,22,Wednesday,0,Light_Load,3.69
2019-01-02 23:00:00,2.0,3.69,3.684,0.126,8.0,23,Wednesday,0,Light_Load,3.69
2019-01-02 23:15:00,2.0,3.69,3.684,0.126,8.0,23,Wednesday,0,Light_Load,3.69
2019-01-02 23:30:00,2.0,3.69,3.684,0.126,8.0,23,Wednesday,0,Light_Load,3.69
2019-01-02 23:45:00,2.0,3.69,3.684,0.126,8.0,23,Wednesday,0,Light_Load,3.69
