Job_ID,Machine_ID,Assigned_Machine,Machine_Type,Start_Slot,End_Slot,Start_Time,End_Time,Duration_min,Priority,Delay_min,Energy_Cost_$,Is_Late
J082,M02,M02,Laser_Cutting,56,58,14:00,14:30,30,Medium,0,226.65,0
J035,M02,M02,Laser_Cutting,59,67,14:45,16:45,120,Medium,0,856.65,0
J098,M02,M02,Laser_Cutting,68,75,17:00,18:45,105,High,0,633.52,0
J059,M02,M02,Laser_Cutting,77,83,19:15,20:45,90,Medium,0,404.16,0
J155,M02,M02,Laser_Cutting,86,90,21:30,22:30,60,Medium,0,211.66,0
J072,M02,M02,Laser_Cutting,110,114,27:30,28:30,60,Medium,0,145.55,0
J094,M02,M02,Laser_Cutting,133,136,33:15,34:00,45,Low,0,331.65,0
J102,M02,M02,Laser_Cutting,137,147,34:15,36:45,150,Low,0,1066.65,0
J112,M02,M02,Laser_Cutting,148,155,37:00,38:45,105,Medium,0,751.65,0
J101,M02,M02,Laser_Cutting,156,159,39:00,39:45,45,High,0,331.65,0
J004,M02,M02,Laser_Cutting,161,162,40:15,40:30,15,High,0,121.65,0
J073,M02,M02,Laser_Cutting,164,171,41:00,42:45,105,Medium,0,633.52,0
J018,M02,M02,Laser_Cutting,173,175,43:15,43:45,30,Medium,0,141.66,0
J130,M03,M03,Welding_Robot,15,22,03:45,05:30,105,High,0,1246.88,0
J154,M03,M03,Welding_Robot,32,33,08:00,08:15,15,Low,0,590.64,0
J007,M03,M03,Welding_Robot,38,43,09:30,10:45,75,Medium,0,2690.64,0
J046,M03,M03,Welding_Robot,44,48,11:00,12:00,60,Medium,0,2165.64,0
J127,M03,M03,Welding_Robot,49,51,12:15,12:45,30,High,0,1115.64,0
J030,M03,M03,Welding_Robot,52,59,13:00,14:45,105,Medium,0,3740.64,0
J140,M03,M03,Welding_Robot,59,60,14:45,15:00,15,Medium,0,590.64,0
J156,M03,M03,Welding_Robot,60,61,15:00,15:15,15,Low,0,590.64,0
J095,M03,M03,Welding_Robot,61,69,15:15,17:15,120,High,0,4265.64,0
J100,M03,M03,Welding_Robot,71,74,17:45,18:30,45,Medium,0,1246.89,0
J006,M03,M03,Welding_Robot,75,79,18:45,19:45,60,High,0,1353.52,0
J118,M03,M03,Welding_Robot,122,126,30:30,31:30,60,Medium,0,1353.52,0
J083,M03,M03,Welding_Robot,130,131,32:30,32:45,15,Medium,0,590.64,0
J116,M03,M03,Welding_Robot,142,143,35:30,35:45,15,Medium,0,590.64,0
J070,M03,M03,Welding_Robot,143,148,35:45,37:00,75,Medium,0,2690.64,0
J142,M03,M03,Welding_Robot,150,154,37:30,38:30,60,Medium,0,2165.64,0
J008,M03,M03,Welding_Robot,156,161,39:00,40:15,75,Low,0,2690.64,0
J050,M03,M03,Welding_Robot,161,162,40:15,40:30,15,Low,0,590.64,0
J146,M03,M03,Welding_Robot,162,167,40:30,41:45,75,Medium,0,2690.64,0
J019,M03,M03,Welding_Robot,167,169,41:45,42:15,30,High,0,918.76,0
J011,M03,M03,Welding_Robot,169,174,42:15,43:30,75,High,0,1681.65,0
J064,M03,M03,Welding_Robot,181,184,45:15,46:00,45,Medium,0,1025.4,0
J090,M04,M04,Heat_Treatment,21,22,05:15,05:30,15,Low,0,87.95,0
J114,M04,M04,Heat_Treatment,24,27,06:00,06:45,45,Medium,0,446.16,0
J092,M04,M04,Heat_Treatment,30,36,07:30,09:00,90,High,0,1205.53,0
J077,M04,M04,Heat_Treatment,39,41,09:45,10:15,30,Low,0,488.85,0
J037,M04,M04,Heat_Treatment,43,47,10:45,11:45,60,High,0,938.85,0
J108,M04,M04,Heat_Treatment,49,59,12:15,14:45,150,Medium,0,2288.85,0
J003,M04,M04,Heat_Treatment,61,68,15:15,17:00,105,Medium,0,1613.85,0
J129,M04,M04,Heat_Treatment,69,73,17:15,18:15,60,Medium,0,854.48,0
J122,M04,M04,Heat_Treatment,75,79,18:45,19:45,60,Low,0,586.78,0
J024,M04,M04,Heat_Treatment,89,99,22:15,24:45,150,High,0,762.95,0
J067,M04,M04,Heat_Treatment,134,135,33:30,33:45,15,High,0,263.85,0
J124,M04,M04,Heat_Treatment,137,140,34:15,35:00,45,Medium,0,713.85,0
J087,M04,M04,Heat_Treatment,140,141,35:00,35:15,15,Medium,0,263.85,0
J040,M04,M04,Heat_Treatment,143,147,35:45,36:45,60,Medium,0,938.85,0
J076,M04,M04,Heat_Treatment,149,150,37:15,37:30,15,Medium,0,263.85,0
J047,M04,M04,Heat_Treatment,152,155,38:00,38:45,45,Medium,0,713.85,0
J128,M04,M04,Heat_Treatment,156,158,39:00,39:30,30,Medium,0,488.85,0
J022,M04,M04,Heat_Treatment,160,164,40:00,41:00,60,Medium,0,938.85,0
J139,M04,M04,Heat_Treatment,165,175,41:15,43:45,150,Medium,0,1698.22,0
J075,M04,M04,Heat_Treatment,190,194,47:30,48:30,60,Medium,0,312.95,0
J066,M05,M05,Stamping_Press,19,20,04:45,05:00,15,Medium,0,110.42,0
J053,M05,M05,Stamping_Press,33,39,08:15,09:45,90,Medium,0,1756.26,0
J045,M05,M05,Stamping_Press,41,46,10:15,11:30,75,Low,0,1471.26,0
J055,M05,M05,Stamping_Press,49,55,12:15,13:45,90,High,0,1756.26,0
J137,M05,M05,Stamping_Press,56,66,14:00,16:30,150,High,0,2896.26,0
J026,M05,M05,Stamping_Press,66,68,16:30,17:00,30,High,0,616.26,0
J014,M05,M05,Stamping_Press,70,73,17:30,18:15,45,Low,0,794.38,0
J051,M05,M05,Stamping_Press,74,76,18:30,19:00,30,High,0,385.16,0
J065,M05,M05,Stamping_Press,78,80,19:30,20:00,30,Medium,0,385.16,0
J135,M05,M05,Stamping_Press,81,91,20:15,22:45,150,High,0,1560.79,0
J048,M05,M05,Stamping_Press,133,135,33:15,33:45,30,Medium,0,616.26,0
J120,M05,M05,Stamping_Press,135,139,33:45,34:45,60,High,0,1186.26,0
J033,M05,M05,Stamping_Press,143,146,35:45,36:30,45,High,0,901.26,0
J097,M05,M05,Stamping_Press,147,149,36:45,37:15,30,Medium,0,616.26,0
J085,M05,M05,Stamping_Press,151,161,37:45,40:15,150,Low,0,2896.26,0
J015,M05,M05,Stamping_Press,163,173,40:45,43:15,150,Medium,0,2361.89,0
J031,M05,M05,Stamping_Press,175,178,43:45,44:30,45,High,0,563.29,0
J117,M05,M05,Stamping_Press,187,190,46:45,47:30,45,High,0,300.42,0
J110,M06,M06,Assembly_Line,23,33,05:45,08:15,150,Low,0,2960.92,0
J029,M06,M06,Assembly_Line,36,41,09:00,10:15,75,Low,0,2372.76,0
J115,M06,M06,Assembly_Line,43,50,10:45,12:30,105,Medium,0,3302.76,0
J023,M06,M06,Assembly_Line,55,61,13:45,15:15,90,Low,0,2837.76,0
J041,M06,M06,Assembly_Line,63,67,15:45,16:45,60,Low,0,1907.76,0
J032,M06,M06,Assembly_Line,69,72,17:15,18:00,45,Medium,0,1442.76,0
J136,M06,M06,Assembly_Line,73,77,18:15,19:15,60,Low,0,1192.35,0
J138,M06,M06,Assembly_Line,79,81,19:45,20:15,30,Medium,0,611.1,0
J152,M06,M06,Assembly_Line,81,82,20:15,20:30,15,Medium,0,320.48,0
J038,M06,M06,Assembly_Line,87,89,21:45,22:15,30,High,0,475.48,0
J042,M06,M06,Assembly_Line,135,139,33:45,34:45,60,Medium,0,1907.76,0
J068,M06,M06,Assembly_Line,140,150,35:00,37:30,150,Medium,0,4697.76,0
J126,M06,M06,Assembly_Line,151,153,37:45,38:15,30,Low,0,977.76,0
J089,M06,M06,Assembly_Line,155,158,38:45,39:30,45,Medium,0,1442.76,0
J049,M06,M06,Assembly_Line,160,165,40:00,41:15,75,Medium,0,2372.76,0
J158,M06,M06,Assembly_Line,170,171,42:30,42:45,15,Medium,0,320.48,0
J081,M06,M06,Assembly_Line,171,174,42:45,43:30,45,Medium,0,901.72,0
J002,M06,M06,Assembly_Line,176,180,44:00,45:00,60,Low,0,1192.35,0
J016,M07,M07,Injection_Moulding,7,17,01:45,04:15,150,Low,0,423.63,0
J080,M07,M07,Injection_Moulding,32,36,08:00,09:00,60,Medium,0,514.89,0
J133,M07,M07,Injection_Moulding,37,42,09:15,10:30,75,Medium,0,640.89,0
J131,M07,M07,Injection_Moulding,43,44,10:45,11:00,15,Low,0,136.89,0
J061,M07,M07,Injection_Moulding,44,46,11:00,11:30,30,Medium,0,262.89,0
J123,M07,M07,Injection_Moulding,47,48,11:45,12:00,15,Low,0,136.89,0
J017,M07,M07,Injection_Moulding,51,61,12:45,15:15,150,High,0,1270.89,0
J149,M07,M07,Injection_Moulding,63,67,15:45,16:45,60,Low,0,514.89,0
J132,M07,M07,Injection_Moulding,68,70,17:00,17:30,30,Medium,0,262.89,0
J063,M07,M07,Injection_Moulding,71,78,17:45,19:30,105,Medium,0,609.39,0
J099,M07,M07,Injection_Moulding,79,81,19:45,20:15,30,Medium,0,164.31,0
J088,M07,M07,Injection_Moulding,96,104,24:00,26:00,120,Low,0,339.63,0
J058,M07,M07,Injection_Moulding,130,134,32:30,33:30,60,Medium,0,514.89,0
J121,M07,M07,Injection_Moulding,134,144,33:30,36:00,150,High,0,1270.89,0
J091,M07,M07,Injection_Moulding,144,145,36:00,36:15,15,Medium,0,136.89,0
J144,M07,M07,Injection_Moulding,146,150,36:30,37:30,60,Medium,0,514.89,0
J151,M07,M07,Injection_Moulding,150,156,37:30,39:00,90,Medium,0,766.89,0
J009,M07,M07,Injection_Moulding,158,162,39:30,40:30,60,Medium,0,514.89,0
J159,M07,M07,Injection_Moulding,162,163,40:30,40:45,15,Low,0,136.89,0
J013,M07,M07,Injection_Moulding,163,164,40:45,41:00,15,Low,0,136.89,0
J036,M07,M07,Injection_Moulding,165,171,41:15,42:45,90,High,0,625.14,0
J052,M07,M07,Injection_Moulding,172,174,43:00,43:30,30,Medium,0,164.31,0
J150,M07,M07,Injection_Moulding,174,184,43:30,46:00,150,High,0,794.31,0
J134,M08,M08,Surface_Grinding,25,35,06:15,08:45,150,High,0,2463.28,0
J153,M08,M08,Surface_Grinding,36,38,09:00,09:30,30,Medium,0,707.25,0
J148,M08,M08,Surface_Grinding,40,43,10:00,10:45,45,Medium,0,1037.25,0
J062,M08,M08,Surface_Grinding,45,48,11:15,12:00,45,Medium,0,1037.25,0
J107,M08,M08,Surface_Grinding,48,51,12:00,12:45,45,High,0,1037.25,0
J010,M08,M08,Surface_Grinding,51,61,12:45,15:15,150,Low,0,3347.25,0
J096,M08,M08,Surface_Grinding,63,73,15:45,18:15,150,Medium,0,3223.5,0
J028,M08,M08,Surface_Grinding,73,75,18:15,18:45,30,Medium,0,442.03,0
J027,M08,M08,Surface_Grinding,75,76,18:45,19:00,15,Medium,0,235.78,0
J039,M08,M08,Surface_Grinding,77,81,19:15,20:15,60,Low,0,854.53,0
J044,M08,M08,Surface_Grinding,83,85,20:45,21:15,30,High,0,442.03,0
J105,M08,M08,Surface_Grinding,105,113,26:15,28:15,120,High,0,895.75,0
J143,M08,M08,Surface_Grinding,133,134,33:15,33:30,15,High,0,377.25,0
J001,M08,M08,Surface_Grinding,135,140,33:45,35:00,75,High,0,1697.25,0
J104,M08,M08,Surface_Grinding,140,144,35:00,36:00,60,Medium,0,1367.25,0
J079,M08,M08,Surface_Grinding,149,156,37:15,39:00,105,Medium,0,2357.25,0
J106,M08,M08,Surface_Grinding,158,160,39:30,40:00,30,Medium,0,707.25,0
J025,M08,M08,Surface_Grinding,161,164,40:15,41:00,45,Medium,0,1037.25,0
J109,M08,M08,Surface_Grinding,167,173,41:45,43:15,90,Low,0,1408.5,0
J086,M08,M08,Surface_Grinding,175,176,43:45,44:00,15,Medium,0,235.78,0
J093,M08,M08,Surface_Grinding,182,186,45:30,46:30,60,High,0,662.03,0
