Job_ID,Machine_ID,Assigned_Machine,Machine_Type,Start_Slot,End_Slot,Start_Time,End_Time,Duration_min,Priority,Delay_min,Energy_Cost_$,Is_Late
J069,M02,M02,Laser_Cutting,38,45,09:30,11:15,105,Medium,0,2040.21,0
J103,M02,M02,Laser_Cutting,45,48,11:15,12:00,45,Low,0,900.21,0
J059,M02,M02,Laser_Cutting,54,57,13:30,14:15,45,High,0,900.21,0
J017,M02,M02,Laser_Cutting,57,61,14:15,15:15,60,Medium,0,1185.21,0
J024,M02,M02,Laser_Cutting,61,69,15:15,17:15,120,Medium,0,2325.21,0
J009,M02,M02,Laser_Cutting,69,70,17:15,17:30,15,High,0,330.21,0
J079,M02,M02,Laser_Cutting,72,74,18:00,18:30,30,Low,0,384.51,0
J164,M02,M02,Laser_Cutting,74,78,18:30,19:30,60,High,0,740.76,0
J052,M02,M02,Laser_Cutting,78,79,19:30,19:45,15,High,0,206.38,0
J070,M02,M02,Laser_Cutting,79,84,19:45,21:00,75,Medium,0,918.88,0
J058,M02,M02,Laser_Cutting,87,95,21:45,23:45,120,Medium,0,871.38,0
J015,M02,M02,Laser_Cutting,95,99,23:45,24:45,60,Medium,0,395.07,0
J023,M02,M02,Laser_Cutting,114,118,28:30,29:30,60,Medium,0,395.07,0
J021,M02,M02,Laser_Cutting,133,143,33:15,35:45,150,High,0,2895.21,0
J096,M02,M02,Laser_Cutting,144,154,36:00,38:30,150,Medium,0,2895.21,0
J047,M02,M02,Laser_Cutting,158,159,39:30,39:45,15,High,0,330.21,0
J045,M02,M02,Laser_Cutting,168,173,42:00,43:15,75,Medium,0,918.88,0
J067,M02,M02,Laser_Cutting,173,177,43:15,44:15,60,Medium,0,740.76,0
J081,M02,M02,Laser_Cutting,177,185,44:15,46:15,120,High,0,1370.13,0
J126,M03,M03,Welding_Robot,29,30,07:15,07:30,15,High,0,158.21,0
J010,M03,M03,Welding_Robot,31,35,07:45,08:45,60,High,0,833.21,0
J030,M03,M03,Welding_Robot,35,37,08:45,09:15,30,Medium,0,478.14,0
J080,M03,M03,Welding_Robot,38,42,09:30,10:30,60,Low,0,928.14,0
J035,M03,M03,Welding_Robot,42,44,10:30,11:00,30,Medium,0,478.14,0
J053,M03,M03,Welding_Robot,44,48,11:00,12:00,60,Medium,0,928.14,0
J142,M03,M03,Welding_Robot,48,49,12:00,12:15,15,Low,0,253.14,0
J110,M03,M03,Welding_Robot,49,57,12:15,14:15,120,Low,0,1828.14,0
J056,M03,M03,Welding_Robot,57,64,14:15,16:00,105,Low,0,1603.14,0
J050,M03,M03,Welding_Robot,64,65,16:00,16:15,15,Medium,0,253.14,0
J063,M03,M03,Welding_Robot,65,68,16:15,17:00,45,Low,0,703.14,0
J100,M03,M03,Welding_Robot,68,71,17:00,17:45,45,Medium,0,703.14,0
J154,M03,M03,Welding_Robot,71,75,17:45,18:45,60,Medium,0,675.02,0
J134,M03,M03,Welding_Robot,75,81,18:45,20:15,90,Medium,0,861.34,0
J141,M03,M03,Welding_Robot,81,87,20:15,21:45,90,Low,0,861.34,0
J137,M03,M03,Welding_Robot,87,89,21:45,22:15,30,Medium,0,233.21,0
J098,M03,M03,Welding_Robot,89,92,22:15,23:00,45,Medium,0,234.38,0
J108,M03,M03,Welding_Robot,92,98,23:00,24:30,90,Low,0,459.38,0
J057,M03,M03,Welding_Robot,98,105,24:30,26:15,105,Low,0,534.38,0
J062,M03,M03,Welding_Robot,113,115,28:15,28:45,30,Medium,0,159.38,0
J107,M03,M03,Welding_Robot,120,121,30:00,30:15,15,Medium,0,158.21,0
J027,M03,M03,Welding_Robot,127,131,31:45,32:45,60,Medium,0,833.21,0
J138,M03,M03,Welding_Robot,132,133,33:00,33:15,15,Low,0,253.14,0
J116,M03,M03,Welding_Robot,133,135,33:15,33:45,30,Medium,0,478.14,0
J166,M03,M03,Welding_Robot,135,141,33:45,35:15,90,Low,0,1378.14,0
J155,M03,M03,Welding_Robot,142,143,35:30,35:45,15,High,0,253.14,0
J002,M03,M03,Welding_Robot,143,147,35:45,36:45,60,Medium,0,928.14,0
J074,M03,M03,Welding_Robot,147,150,36:45,37:30,45,High,0,703.14,0
J120,M03,M03,Welding_Robot,150,158,37:30,39:30,120,Medium,0,1828.14,0
J109,M03,M03,Welding_Robot,158,162,39:30,40:30,60,Medium,0,928.14,0
J178,M03,M03,Welding_Robot,162,166,40:30,41:30,60,Low,0,928.14,0
J064,M03,M03,Welding_Robot,166,169,41:30,42:15,45,Low,0,618.76,0
J174,M03,M03,Welding_Robot,169,171,42:15,42:45,30,Medium,0,298.84,0
J122,M03,M03,Welding_Robot,171,177,42:45,44:15,90,Medium,0,861.34,0
J022,M03,M03,Welding_Robot,180,185,45:00,46:15,75,Medium,0,655.09,0
J077,M03,M03,Welding_Robot,185,193,46:15,48:15,120,Low,0,609.38,0
J031,M03,M03,Welding_Robot,193,199,48:15,49:45,90,Low,0,459.38,0
J046,M05,M05,Stamping_Press,72,75,18:00,18:45,45,High,0,919.03,0
J028,M05,M05,Stamping_Press,92,95,23:00,23:45,45,Medium,0,490.15,0
J118,M06,M06,Assembly_Line,16,19,04:00,04:45,45,Medium,0,130.31,0
J095,M06,M06,Assembly_Line,19,21,04:45,05:15,30,Medium,0,88.31,0
J006,M06,M06,Assembly_Line,32,35,08:00,08:45,45,Medium,0,390.93,0
J088,M06,M06,Assembly_Line,35,45,08:45,11:15,150,High,0,1272.93,0
J029,M06,M06,Assembly_Line,45,47,11:15,11:45,30,Medium,0,264.93,0
J144,M06,M06,Assembly_Line,47,50,11:45,12:30,45,High,0,390.93,0
J128,M06,M06,Assembly_Line,50,57,12:30,14:15,105,Medium,0,894.93,0
J143,M06,M06,Assembly_Line,57,64,14:15,16:00,105,Low,0,894.93,0
J004,M06,M06,Assembly_Line,64,67,16:00,16:45,45,Low,0,390.93,0
J092,M06,M06,Assembly_Line,67,71,16:45,17:45,60,Medium,0,516.93,0
J151,M06,M06,Assembly_Line,71,77,17:45,19:15,90,Medium,0,532.68,0
J016,M06,M06,Assembly_Line,77,81,19:15,20:15,60,Medium,0,323.08,0
J008,M06,M06,Assembly_Line,81,85,20:15,21:15,60,Medium,0,323.08,0
J145,M06,M06,Assembly_Line,87,90,21:45,22:30,45,Medium,0,170.83,0
J157,M06,M06,Assembly_Line,90,100,22:30,25:00,150,Low,0,424.31,0
J176,M06,M06,Assembly_Line,100,110,25:00,27:30,150,Low,0,424.31,0
J158,M06,M06,Assembly_Line,111,112,27:45,28:00,15,Medium,0,46.31,0
J097,M06,M06,Assembly_Line,112,120,28:00,30:00,120,High,0,340.31,0
J049,M06,M06,Assembly_Line,132,135,33:00,33:45,45,High,0,390.93,0
J129,M06,M06,Assembly_Line,135,136,33:45,34:00,15,Medium,0,138.93,0
J082,M06,M06,Assembly_Line,136,140,34:00,35:00,60,Medium,0,516.93,0
J068,M06,M06,Assembly_Line,140,144,35:00,36:00,60,Medium,0,516.93,0
J101,M06,M06,Assembly_Line,144,148,36:00,37:00,60,Medium,0,516.93,0
J078,M06,M06,Assembly_Line,148,154,37:00,38:30,90,Medium,0,768.93,0
J048,M06,M06,Assembly_Line,154,155,38:30,38:45,15,Low,0,138.93,0
J087,M06,M06,Assembly_Line,155,156,38:45,39:00,15,Medium,0,138.93,0
J033,M06,M06,Assembly_Line,156,158,39:00,39:30,30,Medium,0,264.93,0
J136,M06,M06,Assembly_Line,158,166,39:30,41:30,120,Medium,0,1020.93,0
J055,M06,M06,Assembly_Line,166,171,41:30,42:45,75,High,0,501.18,0
J060,M06,M06,Assembly_Line,171,172,42:45,43:00,15,Medium,0,86.83,0
J044,M06,M06,Assembly_Line,172,180,43:00,45:00,120,Low,0,638.08,0
J013,M06,M06,Assembly_Line,183,188,45:45,47:00,75,Medium,0,254.83,0
J019,M06,M06,Assembly_Line,188,195,47:00,48:45,105,Medium,0,298.31,0
J090,M06,M06,Assembly_Line,195,205,48:45,51:15,150,Low,0,424.31,0
J072,M07,M07,Injection_Moulding,31,33,07:45,08:15,30,Medium,0,554.06,0
J020,M07,M07,Injection_Moulding,34,39,08:30,09:45,75,Medium,0,1678.5,0
J179,M07,M07,Injection_Moulding,39,47,09:45,11:45,120,High,0,2668.5,0
J147,M07,M07,Injection_Moulding,48,50,12:00,12:30,30,Medium,0,688.5,0
J065,M07,M07,Injection_Moulding,72,73,18:00,18:15,15,Low,0,224.06,0
J175,M07,M07,Injection_Moulding,73,75,18:15,18:45,30,Low,0,430.31,0
J012,M07,M07,Injection_Moulding,81,91,20:15,22:45,150,Medium,0,1791.56,0
J121,M07,M07,Injection_Moulding,91,98,22:45,24:30,105,Low,0,779.5,0
J168,M07,M07,Injection_Moulding,147,149,36:45,37:15,30,Low,0,688.5,0
J102,M07,M07,Injection_Moulding,166,172,41:30,43:00,90,Medium,0,1513.5,0
J139,M07,M07,Injection_Moulding,172,175,43:00,43:45,45,Low,0,636.56,0
J005,M07,M07,Injection_Moulding,186,190,46:30,47:30,60,High,0,449.5,0
J084,M08,M08,Surface_Grinding,5,6,01:15,01:30,15,High,0,40.01,0
J140,M08,M08,Surface_Grinding,6,9,01:30,02:15,45,Medium,0,110.01,0
J131,M08,M08,Surface_Grinding,17,25,04:15,06:15,120,High,0,315.64,0
J123,M08,M08,Surface_Grinding,28,29,07:00,07:15,15,High,0,75.02,0
J014,M08,M08,Surface_Grinding,31,36,07:45,09:00,75,Medium,0,495.02,0
J026,M08,M08,Surface_Grinding,36,40,09:00,10:00,60,Medium,0,435.03,0
J043,M08,M08,Surface_Grinding,40,42,10:00,10:30,30,Medium,0,225.03,0
J039,M08,M08,Surface_Grinding,42,48,10:30,12:00,90,Low,0,645.03,0
J133,M08,M08,Surface_Grinding,48,49,12:00,12:15,15,Medium,0,120.03,0
J011,M08,M08,Surface_Grinding,49,50,12:15,12:30,15,Medium,0,120.03,0
J037,M08,M08,Surface_Grinding,50,54,12:30,13:30,60,Medium,0,435.03,0
J165,M08,M08,Surface_Grinding,54,56,13:30,14:00,30,Medium,0,225.03,0
J177,M08,M08,Surface_Grinding,56,63,14:00,15:45,105,Medium,0,750.03,0
J007,M08,M08,Surface_Grinding,63,66,15:45,16:30,45,Medium,0,330.03,0
J073,M08,M08,Surface_Grinding,66,76,16:30,19:00,150,Medium,0,907.53,0
J061,M08,M08,Surface_Grinding,76,80,19:00,20:00,60,High,0,271.89,0
J089,M08,M08,Surface_Grinding,80,84,20:00,21:00,60,High,0,271.89,0
J150,M08,M08,Surface_Grinding,84,90,21:00,22:30,90,Low,0,341.89,0
J085,M08,M08,Surface_Grinding,90,96,22:30,24:00,90,Low,0,215.01,0
J148,M08,M08,Surface_Grinding,96,97,24:00,24:15,15,Medium,0,40.01,0
J163,M08,M08,Surface_Grinding,97,99,24:15,24:45,30,Low,0,75.01,0
J075,M08,M08,Surface_Grinding,108,114,27:00,28:30,90,High,0,215.01,0
J115,M08,M08,Surface_Grinding,114,120,28:30,30:00,90,Low,0,215.01,0
J161,M08,M08,Surface_Grinding,125,128,31:15,32:00,45,Low,0,206.27,0
J104,M08,M08,Surface_Grinding,128,132,32:00,33:00,60,High,0,435.03,0
J114,M08,M08,Surface_Grinding,132,133,33:00,33:15,15,Medium,0,120.03,0
J180,M08,M08,Surface_Grinding,133,137,33:15,34:15,60,Medium,0,435.03,0
J086,M08,M08,Surface_Grinding,137,144,34:15,36:00,105,Medium,0,750.03,0
J032,M08,M08,Surface_Grinding,144,145,36:00,36:15,15,Medium,0,120.03,0
J042,M08,M08,Surface_Grinding,145,146,36:15,36:30,15,Low,0,120.03,0
J099,M08,M08,Surface_Grinding,146,148,36:30,37:00,30,Low,0,225.03,0
J025,M08,M08,Surface_Grinding,148,152,37:00,38:00,60,Medium,0,435.03,0
J146,M08,M08,Surface_Grinding,152,153,38:00,38:15,15,Medium,0,120.03,0
J167,M08,M08,Surface_Grinding,153,154,38:15,38:30,15,Low,0,120.03,0
J162,M08,M08,Surface_Grinding,154,161,38:30,40:15,105,Medium,0,750.03,0
J117,M08,M08,Surface_Grinding,161,162,40:15,40:30,15,Medium,0,120.03,0
J105,M08,M08,Surface_Grinding,162,163,40:30,40:45,15,Medium,0,120.03,0
J051,M08,M08,Surface_Grinding,163,166,40:45,41:30,45,Medium,0,330.03,0
J149,M08,M08,Surface_Grinding,166,170,41:30,42:30,60,Low,0,356.28,0
J066,M08,M08,Surface_Grinding,170,171,42:30,42:45,15,Medium,0,75.02,0
J135,M08,M08,Surface_Grinding,171,173,42:45,43:15,30,Low,0,140.64,0
J076,M08,M08,Surface_Grinding,173,174,43:15,43:30,15,Low,0,75.02,0
J169,M08,M08,Surface_Grinding,174,178,43:30,44:30,60,High,0,271.89,0
J170,M08,M08,Surface_Grinding,178,183,44:30,45:45,75,Medium,0,337.52,0
J172,M08,M08,Surface_Grinding,183,191,45:45,47:45,120,High,0,320.02,0
J127,M08,M08,Surface_Grinding,191,199,47:45,49:45,120,Low,0,285.01,0
