Job_ID,Machine_ID,Assigned_Machine,Machine_Type,Start_Slot,End_Slot,Start_Time,End_Time,Duration_min,Priority,Delay_min,Energy_Cost_$,Is_Late
J178,M03,M03,Welding_Robot,179,183,44:45,45:45,60,Low,0,580.09,0
J130,M03,M03,Welding_Robot,183,190,45:45,47:30,105,Medium,0,608.21,0
J156,M04,M04,Heat_Treatment,16,24,04:00,06:00,120,High,0,1430.22,0
J006,M04,M04,Heat_Treatment,32,35,08:00,08:45,45,Medium,0,1665.66,0
J020,M04,M04,Heat_Treatment,36,41,09:00,10:15,75,Medium,0,2715.66,0
J035,M04,M04,Heat_Treatment,43,45,10:45,11:15,30,Medium,0,1140.66,0
J083,M04,M04,Heat_Treatment,48,56,12:00,14:00,120,Medium,0,4290.66,0
J009,M04,M04,Heat_Treatment,60,61,15:00,15:15,15,High,0,615.66,0
J024,M04,M04,Heat_Treatment,62,70,15:30,17:30,120,Medium,0,4290.66,0
J085,M04,M04,Heat_Treatment,70,76,17:30,19:00,90,Low,0,2453.16,0
J070,M04,M04,Heat_Treatment,77,82,19:15,20:30,75,Medium,0,1697.29,0
J004,M04,M04,Heat_Treatment,84,87,21:00,21:45,45,Low,0,1041.04,0
J108,M04,M04,Heat_Treatment,88,94,22:00,23:30,90,Low,0,1080.22,0
J148,M04,M04,Heat_Treatment,95,96,23:45,24:00,15,Medium,0,205.22,0
J158,M04,M04,Heat_Treatment,112,113,28:00,28:15,15,Medium,0,205.22,0
J104,M04,M04,Heat_Treatment,129,133,32:15,33:15,60,High,0,2190.66,0
J116,M04,M04,Heat_Treatment,134,136,33:30,34:00,30,Medium,0,1140.66,0
J002,M04,M04,Heat_Treatment,139,143,34:45,35:45,60,Medium,0,2190.66,0
J168,M04,M04,Heat_Treatment,144,146,36:00,36:30,30,Low,0,1140.66,0
J101,M04,M04,Heat_Treatment,148,152,37:00,38:00,60,Medium,0,2190.66,0
J135,M04,M04,Heat_Treatment,153,155,38:15,38:45,30,Low,0,1140.66,0
J047,M04,M04,Heat_Treatment,156,157,39:00,39:15,15,High,0,615.66,0
J060,M04,M04,Heat_Treatment,161,162,40:15,40:30,15,Medium,0,615.66,0
J170,M04,M04,Heat_Treatment,162,167,40:30,41:45,75,Medium,0,2715.66,0
J094,M04,M04,Heat_Treatment,171,176,42:45,44:00,75,Medium,0,1697.29,0
J005,M04,M04,Heat_Treatment,187,191,46:45,47:45,60,High,0,730.22,0
J030,M05,M05,Stamping_Press,34,36,08:30,09:00,30,Medium,0,1005.45,0
J039,M05,M05,Stamping_Press,39,45,09:45,11:15,90,Low,0,2865.45,0
J147,M05,M05,Stamping_Press,45,47,11:15,11:45,30,Medium,0,1005.45,0
J110,M05,M05,Stamping_Press,47,55,11:45,13:45,120,Low,0,3795.45,0
J017,M05,M05,Stamping_Press,56,60,14:00,15:00,60,Medium,0,1935.45,0
J154,M05,M05,Stamping_Press,62,66,15:30,16:30,60,Medium,0,1935.45,0
J153,M05,M05,Stamping_Press,70,80,17:30,20:00,150,Medium,0,3330.45,0
J001,M05,M05,Stamping_Press,82,89,20:30,22:15,105,Medium,0,1945.91,0
J046,M05,M05,Stamping_Press,91,94,22:45,23:30,45,High,0,490.15,0
J028,M05,M05,Stamping_Press,94,97,23:30,24:15,45,Medium,0,490.15,0
J115,M05,M05,Stamping_Press,114,120,28:30,30:00,90,Low,0,955.15,0
J138,M05,M05,Stamping_Press,133,134,33:15,33:30,15,Low,0,540.45,0
J082,M05,M05,Stamping_Press,135,139,33:45,34:45,60,Medium,0,1935.45,0
J032,M05,M05,Stamping_Press,143,144,35:45,36:00,15,Medium,0,540.45,0
J074,M05,M05,Stamping_Press,148,151,37:00,37:45,45,High,0,1470.45,0
J064,M05,M05,Stamping_Press,151,154,37:45,38:30,45,Low,0,1470.45,0
J117,M05,M05,Stamping_Press,154,155,38:30,38:45,15,Medium,0,540.45,0
J139,M05,M05,Stamping_Press,158,161,39:30,40:15,45,Low,0,1470.45,0
J019,M05,M05,Stamping_Press,161,168,40:15,42:00,105,Medium,0,3330.45,0
J081,M05,M05,Stamping_Press,170,178,42:30,44:30,120,High,0,2372.16,0
J025,M05,M05,Stamping_Press,179,183,44:45,45:45,60,Medium,0,1209.66,0
J031,M05,M05,Stamping_Press,183,189,45:45,47:15,90,Low,0,1112.78,0
J118,M06,M06,Assembly_Line,16,19,04:00,04:45,45,Medium,0,130.31,0
J123,M06,M06,Assembly_Line,28,29,07:00,07:15,15,High,0,86.83,0
J014,M06,M06,Assembly_Line,33,38,08:15,09:30,75,Medium,0,642.93,0
J103,M06,M06,Assembly_Line,40,43,10:00,10:45,45,Low,0,390.93,0
J106,M06,M06,Assembly_Line,44,48,11:00,12:00,60,Medium,0,516.93,0
J128,M06,M06,Assembly_Line,49,56,12:15,14:00,105,Medium,0,894.93,0
J151,M06,M06,Assembly_Line,59,65,14:45,16:15,90,Medium,0,768.93,0
J018,M06,M06,Assembly_Line,67,71,16:45,17:45,60,Medium,0,516.93,0
J088,M06,M06,Assembly_Line,73,83,18:15,20:45,150,High,0,795.58,0
J041,M06,M06,Assembly_Line,83,91,20:45,22:45,120,Medium,0,527.83,0
J012,M06,M06,Assembly_Line,93,103,23:15,25:45,150,Medium,0,424.31,0
J086,M06,M06,Assembly_Line,133,140,33:15,35:00,105,Medium,0,894.93,0
J078,M06,M06,Assembly_Line,142,148,35:30,37:00,90,Medium,0,768.93,0
J048,M06,M06,Assembly_Line,149,150,37:15,37:30,15,Low,0,138.93,0
J087,M06,M06,Assembly_Line,150,151,37:30,37:45,15,Medium,0,138.93,0
J033,M06,M06,Assembly_Line,151,153,37:45,38:15,30,Medium,0,264.93,0
J021,M06,M06,Assembly_Line,155,165,38:45,41:15,150,High,0,1272.93,0
J013,M06,M06,Assembly_Line,167,172,41:45,43:00,75,Medium,0,453.93,0
J055,M06,M06,Assembly_Line,173,178,43:15,44:30,75,High,0,401.83,0
J077,M06,M06,Assembly_Line,179,187,44:45,46:45,120,Low,0,527.83,0
J131,M07,M07,Injection_Moulding,17,25,04:15,06:15,120,High,0,985.75,0
J072,M07,M07,Injection_Moulding,33,35,08:15,08:45,30,Medium,0,688.5,0
J043,M07,M07,Injection_Moulding,37,39,09:15,09:45,30,Medium,0,688.5,0
J053,M07,M07,Injection_Moulding,40,44,10:00,11:00,60,Medium,0,1348.5,0
J144,M07,M07,Injection_Moulding,44,47,11:00,11:45,45,High,0,1018.5,0
J179,M07,M07,Injection_Moulding,49,57,12:15,14:15,120,High,0,2668.5,0
J063,M07,M07,Injection_Moulding,58,61,14:30,15:15,45,Low,0,1018.5,0
J175,M07,M07,Injection_Moulding,62,64,15:30,16:00,30,Low,0,688.5,0
J071,M07,M07,Injection_Moulding,65,67,16:15,16:45,30,High,0,688.5,0
J079,M07,M07,Injection_Moulding,67,69,16:45,17:15,30,Low,0,688.5,0
J016,M07,M07,Injection_Moulding,69,73,17:15,18:15,60,Medium,0,1224.75,0
J052,M07,M07,Injection_Moulding,74,75,18:30,18:45,15,High,0,224.06,0
J065,M07,M07,Injection_Moulding,75,76,18:45,19:00,15,Low,0,224.06,0
J177,M07,M07,Injection_Moulding,78,85,19:30,21:15,105,Medium,0,1461.56,0
J058,M07,M07,Injection_Moulding,86,94,21:30,23:30,120,Medium,0,1090.31,0
J068,M07,M07,Injection_Moulding,141,145,35:15,36:15,60,Medium,0,1348.5,0
J003,M07,M07,Injection_Moulding,145,149,36:15,37:15,60,Medium,0,1348.5,0
J149,M07,M07,Injection_Moulding,151,155,37:45,38:45,60,Low,0,1348.5,0
J146,M07,M07,Injection_Moulding,156,157,39:00,39:15,15,Medium,0,358.5,0
J162,M07,M07,Injection_Moulding,157,164,39:15,41:00,105,Medium,0,2338.5,0
J102,M07,M07,Injection_Moulding,165,171,41:15,42:45,90,Medium,0,1637.25,0
J026,M08,M08,Surface_Grinding,34,38,08:30,09:30,60,Medium,0,435.03,0
J037,M08,M08,Surface_Grinding,40,44,10:00,11:00,60,Medium,0,435.03,0
J133,M08,M08,Surface_Grinding,46,47,11:30,11:45,15,Medium,0,120.03,0
J011,M08,M08,Surface_Grinding,50,51,12:30,12:45,15,Medium,0,120.03,0
J165,M08,M08,Surface_Grinding,53,55,13:15,13:45,30,Medium,0,225.03,0
J059,M08,M08,Surface_Grinding,55,58,13:45,14:30,45,High,0,330.03,0
J134,M08,M08,Surface_Grinding,62,68,15:30,17:00,90,Medium,0,645.03,0
J089,M08,M08,Surface_Grinding,70,74,17:30,18:30,60,High,0,356.28,0
J007,M08,M08,Surface_Grinding,76,79,19:00,19:45,45,Medium,0,206.27,0
J121,M08,M08,Surface_Grinding,79,86,19:45,21:30,105,Low,0,468.77,0
J114,M08,M08,Surface_Grinding,132,133,33:00,33:15,15,Medium,0,120.03,0
J049,M08,M08,Surface_Grinding,133,136,33:15,34:00,45,High,0,330.03,0
J038,M08,M08,Surface_Grinding,139,142,34:45,35:30,45,Low,0,330.03,0
J113,M08,M08,Surface_Grinding,144,148,36:00,37:00,60,Low,0,435.03,0
J042,M08,M08,Surface_Grinding,150,151,37:30,37:45,15,Low,0,120.03,0
J167,M08,M08,Surface_Grinding,151,152,37:45,38:00,15,Low,0,120.03,0
J136,M08,M08,Surface_Grinding,153,161,38:15,40:15,120,Medium,0,855.03,0
J051,M08,M08,Surface_Grinding,163,166,40:45,41:30,45,Medium,0,330.03,0
J169,M08,M08,Surface_Grinding,167,171,41:45,42:45,60,High,0,316.9,0
J172,M08,M08,Surface_Grinding,172,180,43:00,45:00,120,High,0,534.39,0
J127,M08,M08,Surface_Grinding,183,191,45:45,47:45,120,Low,0,320.02,0
