Job_ID,Machine_ID,Assigned_Machine,Machine_Type,Start_Slot,End_Slot,Start_Time,End_Time,Duration_min,Priority,Delay_min,Energy_Cost_$,Is_Late
J071,M02,M02,Laser_Cutting,33,38,08:15,09:30,75,Medium,0,541.65,0
J062,M02,M02,Laser_Cutting,38,41,09:30,10:15,45,Medium,0,331.65,0
J131,M02,M02,Laser_Cutting,42,43,10:30,10:45,15,Low,0,121.65,0
J046,M02,M02,Laser_Cutting,43,47,10:45,11:45,60,Medium,0,436.65,0
J037,M02,M02,Laser_Cutting,47,51,11:45,12:45,60,High,0,436.65,0
J023,M02,M02,Laser_Cutting,54,60,13:30,15:00,90,Low,0,646.65,0
J098,M02,M02,Laser_Cutting,61,68,15:15,17:00,105,High,0,751.65,0
J100,M02,M02,Laser_Cutting,68,71,17:00,17:45,45,Medium,0,331.65,0
J041,M02,M02,Laser_Cutting,71,75,17:45,18:45,60,Low,0,318.52,0
J123,M02,M02,Laser_Cutting,75,76,18:45,19:00,15,Low,15,76.03,1
J029,M02,M02,Laser_Cutting,76,81,19:00,20:15,75,Low,0,338.53,0
J082,M02,M02,Laser_Cutting,81,83,20:15,20:45,30,Medium,0,141.66,0
J065,M02,M02,Laser_Cutting,83,85,20:45,21:15,30,Medium,0,141.66,0
J005,M02,M02,Laser_Cutting,85,88,21:15,22:00,45,High,0,207.28,0
J152,M02,M02,Laser_Cutting,88,89,22:00,22:15,15,Medium,0,40.55,0
J044,M02,M02,Laser_Cutting,89,91,22:15,22:45,30,High,0,75.55,0
J061,M02,M02,Laser_Cutting,91,93,22:45,23:15,30,Medium,0,75.55,0
J028,M02,M02,Laser_Cutting,93,95,23:15,23:45,30,Medium,0,75.55,0
J127,M02,M02,Laser_Cutting,95,97,23:45,24:15,30,High,0,75.55,0
J026,M02,M02,Laser_Cutting,97,99,24:15,24:45,30,High,0,75.55,0
J137,M02,M02,Laser_Cutting,99,109,24:45,27:15,150,High,0,355.55,0
J024,M02,M02,Laser_Cutting,109,119,27:15,29:45,150,High,0,355.55,0
J096,M02,M02,Laser_Cutting,119,129,29:45,32:15,150,Medium,0,670.55,0
J155,M02,M02,Laser_Cutting,129,133,32:15,33:15,60,Medium,0,436.65,0
J143,M02,M02,Laser_Cutting,133,134,33:15,33:30,15,High,0,121.65,0
J094,M02,M02,Laser_Cutting,134,137,33:30,34:15,45,Low,0,331.65,0
J102,M02,M02,Laser_Cutting,137,147,34:15,36:45,150,Low,0,1066.65,0
J034,M02,M02,Laser_Cutting,147,150,36:45,37:30,45,Low,0,331.65,0
J004,M02,M02,Laser_Cutting,150,151,37:30,37:45,15,High,0,121.65,0
J112,M02,M02,Laser_Cutting,151,158,37:45,39:30,105,Medium,0,751.65,0
J049,M02,M02,Laser_Cutting,158,163,39:30,40:45,75,Medium,0,541.65,0
J079,M02,M02,Laser_Cutting,165,172,41:15,43:00,105,Medium,0,594.15,0
J116,M02,M02,Laser_Cutting,172,173,43:00,43:15,15,Medium,0,76.03,0
J067,M02,M02,Laser_Cutting,173,174,43:15,43:30,15,High,0,76.03,0
J011,M02,M02,Laser_Cutting,174,179,43:30,44:45,75,High,0,338.53,0
J020,M02,M02,Laser_Cutting,179,186,44:45,46:30,105,Medium,0,408.53,0
J087,M02,M02,Laser_Cutting,186,187,46:30,46:45,15,Medium,0,40.55,0
J018,M02,M02,Laser_Cutting,187,189,46:45,47:15,30,Medium,0,75.55,0
J101,M02,M02,Laser_Cutting,189,192,47:15,48:00,45,High,0,110.55,0
J142,M02,M02,Laser_Cutting,192,196,48:00,49:00,60,Medium,0,145.55,0
J111,M02,M02,Laser_Cutting,196,198,49:00,49:30,30,Low,0,75.55,0
J081,M02,M02,Laser_Cutting,198,201,49:30,50:15,45,Medium,0,110.55,0
J089,M02,M02,Laser_Cutting,201,204,50:15,51:00,45,Medium,0,110.55,0
J050,M02,M02,Laser_Cutting,204,205,51:00,51:15,15,Low,0,40.55,0
J073,M02,M02,Laser_Cutting,205,212,51:15,53:00,105,Medium,0,250.55,0
J146,M02,M02,Laser_Cutting,212,217,53:00,54:15,75,Medium,0,211.18,0
J121,M02,M02,Laser_Cutting,217,227,54:15,56:45,150,High,0,784.78,0
J114,M04,M04,Heat_Treatment,23,26,05:45,06:30,45,Medium,0,369.2,0
J007,M04,M04,Heat_Treatment,37,42,09:15,10:30,75,Medium,0,1163.85,0
J077,M04,M04,Heat_Treatment,72,74,18:00,18:30,30,Low,0,305.53,0
J030,M04,M04,Heat_Treatment,74,81,18:30,20:15,105,Medium,0,1008.66,0
J157,M04,M04,Heat_Treatment,81,89,20:15,22:15,120,Low,0,1083.66,0
J099,M04,M04,Heat_Treatment,89,91,22:15,22:45,30,Medium,0,162.95,0
J136,M04,M04,Heat_Treatment,91,95,22:45,23:45,60,Low,0,312.95,0
J092,M04,M04,Heat_Treatment,95,101,23:45,25:15,90,High,0,462.95,0
J080,M04,M04,Heat_Treatment,101,105,25:15,26:15,60,Medium,0,312.95,0
J129,M04,M04,Heat_Treatment,105,109,26:15,27:15,60,Medium,0,312.95,0
J078,M04,M04,Heat_Treatment,109,117,27:15,29:15,120,Medium,15,612.95,1
J149,M04,M04,Heat_Treatment,117,121,29:15,30:15,60,Low,0,378.58,0
J118,M04,M04,Heat_Treatment,121,125,30:15,31:15,60,Medium,0,586.78,0
J076,M04,M04,Heat_Treatment,168,169,42:00,42:15,15,Medium,0,164.91,0
J070,M04,M04,Heat_Treatment,169,174,42:15,43:30,75,Medium,0,727.41,0
J151,M04,M04,Heat_Treatment,182,188,45:30,47:00,90,Medium,90,605.53,1
J158,M04,M04,Heat_Treatment,188,189,47:00,47:15,15,Medium,0,87.95,0
J086,M04,M04,Heat_Treatment,189,190,47:15,47:30,15,Medium,0,87.95,0
J097,M04,M04,Heat_Treatment,190,192,47:30,48:00,30,Medium,0,162.95,0
J047,M04,M04,Heat_Treatment,192,195,48:00,48:45,45,Medium,0,237.95,0
J008,M04,M04,Heat_Treatment,195,200,48:45,50:00,75,Low,0,387.95,0
J109,M04,M04,Heat_Treatment,200,206,50:00,51:30,90,Low,0,462.95,0
J042,M04,M04,Heat_Treatment,206,210,51:30,52:30,60,Medium,0,312.95,0
J075,M04,M04,Heat_Treatment,210,214,52:30,53:30,60,Medium,0,312.95,0
J064,M04,M04,Heat_Treatment,214,217,53:30,54:15,45,Medium,0,303.58,0
J045,M05,M05,Stamping_Press,72,77,18:00,19:15,75,Low,0,919.54,0
J039,M05,M05,Stamping_Press,87,91,21:45,22:45,60,Low,0,492.04,0
J014,M05,M05,Stamping_Press,91,94,22:45,23:30,45,Low,0,300.42,0
J010,M05,M05,Stamping_Press,94,104,23:30,26:00,150,Low,150,965.42,1
J059,M05,M05,Stamping_Press,104,110,26:00,27:30,90,Medium,0,585.42,0
J043,M05,M05,Stamping_Press,110,120,27:30,30:00,150,Medium,0,965.42,0
J120,M05,M05,Stamping_Press,184,188,46:00,47:00,60,High,0,395.42,0
J048,M05,M05,Stamping_Press,188,190,47:00,47:30,30,Medium,0,205.42,0
J085,M05,M05,Stamping_Press,190,200,47:30,50:00,150,Low,0,965.42,0
J015,M05,M05,Stamping_Press,200,210,50:00,52:30,150,Medium,0,965.42,0
J108,M06,M06,Assembly_Line,88,98,22:00,24:30,150,Medium,0,1565.92,0
J016,M07,M07,Injection_Moulding,7,17,01:45,04:15,150,Low,0,423.63,0
J066,M07,M07,Injection_Moulding,19,20,04:45,05:00,15,Medium,0,45.63,0
J134,M07,M07,Injection_Moulding,25,35,06:15,08:45,150,High,0,936.06,0
J154,M07,M07,Injection_Moulding,35,36,08:45,09:00,15,Low,0,136.89,0
J053,M07,M07,Injection_Moulding,36,42,09:00,10:30,90,Medium,0,766.89,0
J055,M07,M07,Injection_Moulding,47,53,11:45,13:15,90,High,0,766.89,0
J017,M07,M07,Injection_Moulding,53,63,13:15,15:45,150,High,0,1270.89,0
J051,M07,M07,Injection_Moulding,66,68,16:30,17:00,30,High,0,262.89,0
J132,M07,M07,Injection_Moulding,72,74,18:00,18:30,30,Medium,0,164.31,0
J138,M07,M07,Injection_Moulding,74,76,18:30,19:00,30,Medium,0,164.31,0
J122,M07,M07,Injection_Moulding,76,80,19:00,20:00,60,Low,0,321.81,0
J095,M07,M07,Injection_Moulding,80,88,20:00,22:00,120,High,0,636.81,0
J156,M07,M07,Injection_Moulding,88,89,22:00,22:15,15,Low,0,45.63,0
J074,M07,M07,Injection_Moulding,89,90,22:15,22:30,15,Medium,0,45.63,0
J133,M07,M07,Injection_Moulding,90,95,22:30,23:45,75,Medium,30,213.63,1
J021,M07,M07,Injection_Moulding,95,98,23:45,24:30,45,Medium,0,129.63,0
J006,M07,M07,Injection_Moulding,98,102,24:30,25:30,60,High,15,171.63,1
J119,M07,M07,Injection_Moulding,102,106,25:30,26:30,60,Medium,0,171.63,0
J115,M07,M07,Injection_Moulding,106,113,26:30,28:15,105,Medium,0,297.63,0
J072,M07,M07,Injection_Moulding,113,117,28:15,29:15,60,Medium,0,171.63,0
J088,M07,M07,Injection_Moulding,117,125,29:15,31:15,120,Low,0,523.38,0
J141,M07,M07,Injection_Moulding,125,131,31:15,32:45,90,Medium,45,621.06,1
J083,M07,M07,Injection_Moulding,131,132,32:45,33:00,15,Medium,0,136.89,0
J001,M07,M07,Injection_Moulding,132,137,33:00,34:15,75,High,0,640.89,0
J113,M07,M07,Injection_Moulding,137,141,34:15,35:15,60,Medium,0,514.89,0
J068,M07,M07,Injection_Moulding,141,151,35:15,37:45,150,Medium,0,1270.89,0
J009,M07,M07,Injection_Moulding,151,155,37:45,38:45,60,Medium,0,514.89,0
J058,M07,M07,Injection_Moulding,167,171,41:45,42:45,60,Medium,0,373.14,0
J103,M07,M07,Injection_Moulding,171,172,42:45,43:00,15,Low,0,85.56,0
J091,M07,M07,Injection_Moulding,172,173,43:00,43:15,15,Medium,0,85.56,0
J040,M07,M07,Injection_Moulding,173,177,43:15,44:15,60,Medium,45,321.81,1
J147,M07,M07,Injection_Moulding,177,179,44:15,44:45,30,Medium,0,164.31,0
J033,M07,M07,Injection_Moulding,179,182,44:45,45:30,45,High,0,243.06,0
J022,M07,M07,Injection_Moulding,182,186,45:30,46:30,60,Medium,0,248.31,0
J013,M07,M07,Injection_Moulding,186,187,46:30,46:45,15,Low,0,45.63,0
J159,M07,M07,Injection_Moulding,187,188,46:45,47:00,15,Low,0,45.63,0
J106,M07,M07,Injection_Moulding,188,190,47:00,47:30,30,Medium,0,87.63,0
J160,M07,M07,Injection_Moulding,190,191,47:30,47:45,15,Medium,0,45.63,0
J126,M07,M07,Injection_Moulding,191,193,47:45,48:15,30,Low,0,87.63,0
J052,M07,M07,Injection_Moulding,193,195,48:15,48:45,30,Medium,0,87.63,0
J128,M07,M07,Injection_Moulding,195,197,48:45,49:15,30,Medium,0,87.63,0
J036,M07,M07,Injection_Moulding,197,203,49:15,50:45,90,High,0,255.63,0
J031,M07,M07,Injection_Moulding,203,206,50:45,51:30,45,High,0,129.63,0
J117,M07,M07,Injection_Moulding,206,209,51:30,52:15,45,High,0,129.63,0
J104,M07,M07,Injection_Moulding,209,213,52:15,53:15,60,Medium,0,171.63,0
J150,M07,M07,Injection_Moulding,213,223,53:15,55:45,150,High,0,680.88,0
J002,M07,M07,Injection_Moulding,223,227,55:45,56:45,60,Low,0,463.56,0
J107,M08,M08,Surface_Grinding,72,75,18:00,18:45,45,High,0,648.28,0
J148,M08,M08,Surface_Grinding,88,91,22:00,22:45,45,Medium,0,345.75,0
J135,M08,M08,Surface_Grinding,91,101,22:45,25:15,150,High,0,1115.75,0
J063,M08,M08,Surface_Grinding,101,108,25:15,27:00,105,Medium,0,785.75,0
J003,M08,M08,Surface_Grinding,108,115,27:00,28:45,105,Medium,0,785.75,0
J105,M08,M08,Surface_Grinding,115,123,28:45,30:45,120,High,0,1184.5,0
J025,M08,M08,Surface_Grinding,184,187,46:00,46:45,45,Medium,0,345.75,0
J093,M08,M08,Surface_Grinding,187,191,46:45,47:45,60,High,0,455.75,0
