timestamp,predicted_kWh_p10,predicted_kWh_p50,predicted_kWh_p90,predicted_CO2_p50,predicted_CO2_p10,predicted_CO2_p90,predicted_PF_p50,predicted_PF_p50_decimal,hour,day_of_week,is_weekend,Load_Type,predicted_kWh
2019-01-01 15:30:00,31.675,34.697,38.783,0.018854,0.00311,0.020662,85.068,0.850685,15,Tuesday,0,Maximum_Load,34.697
2019-01-01 15:45:00,32.246,34.987,38.851,0.018855,0.003378,0.020798,85.061,0.850609,15,Tuesday,0,Maximum_Load,34.987
2019-01-01 16:00:00,32.698,35.074,39.287,0.018867,0.00386,0.020785,85.061,0.850605,16,Tuesday,0,Maximum_Load,35.074
2019-01-01 16:15:00,32.708,35.075,39.287,0.018867,0.004666,0.020785,85.074,0.850741,16,Tuesday,0,Maximum_Load,35.075
2019-01-01 16:30:00,32.608,35.377,39.313,0.018314,0.004959,0.020702,85.074,0.850741,16,Tuesday,0,Maximum_Load,35.377
2019-01-01 16:45:00,32.78,35.55,39.376,0.018314,0.005027,0.020702,85.061,0.850605,16,Tuesday,0,Maximum_Load,35.55
2019-01-01 17:00:00,32.727,35.55,39.349,0.018539,0.005027,0.020702,85.05,0.850503,17,Tuesday,0,Maximum_Load,35.55
2019-01-01 17:15:00,32.559,35.474,39.339,0.018539,0.005027,0.0207,85.064,0.850639,17,Tuesday,0,Maximum_Load,35.474
2019-01-01 17:30:00,32.516,35.342,39.339,0.013092,0.005075,0.020695,85.074,0.850743,17,Tuesday,0,Maximum_Load,35.342
2019-01-01 17:45:00,32.516,35.3,39.339,0.017864,0.005075,0.020695,85.074,0.850743,17,Tuesday,0,Maximum_Load,35.3
2019-01-01 18:00:00,32.336,35.345,39.339,0.017864,0.005075,0.020695,85.074,0.850743,18,Tuesday,0,Medium_Load,35.345
2019-01-01 18:15:00,32.362,35.453,39.349,0.013094,0.005075,0.0207,85.064,0.850639,18,Tuesday,0,Medium_Load,35.453
2019-01-01 18:30:00,32.514,35.507,39.349,0.013094,0.005075,0.0207,85.048,0.850479,18,Tuesday,0,Medium_Load,35.507
2019-01-01 18:45:00,32.362,35.453,39.349,0.017864,0.005075,0.0207,85.064,0.850639,18,Tuesday,0,Medium_Load,35.453
2019-01-01 19:00:00,32.549,35.334,39.339,0.013094,0.005068,0.020695,85.074,0.850743,19,Tuesday,0,Medium_Load,35.334
2019-01-01 19:15:00,32.516,35.287,39.339,0.013094,0.005068,0.020695,85.074,0.850743,19,Tuesday,0,Medium_Load,35.287
2019-01-01 19:30:00,32.549,35.355,39.339,0.017864,0.005112,0.020695,85.074,0.850743,19,Tuesday,0,Medium_Load,35.355
2019-01-01 19:45:00,32.575,35.476,39.349,0.013094,0.005112,0.0207,85.064,0.850639,19,Tuesday,0,Medium_Load,35.476
2019-01-01 20:00:00,32.727,35.53,39.349,0.013092,0.005112,0.0207,85.05,0.850503,20,Tuesday,0,Medium_Load,35.53
2019-01-01 20:15:00,32.575,35.476,39.349,0.017864,0.005112,0.0207,85.064,0.850639,20,Tuesday,0,Medium_Load,35.476
2019-01-01 20:30:00,32.549,35.385,39.339,0.013094,0.005112,0.020695,85.074,0.850743,20,Tuesday,0,Medium_Load,35.385
2019-01-01 20:45:00,32.516,35.352,39.339,0.013094,0.005112,0.020695,85.074,0.850743,20,Tuesday,0,Medium_Load,35.352
2019-01-01 21:00:00,32.419,35.432,39.339,0.013092,0.005095,0.020695,85.034,0.850341,21,Tuesday,0,Medium_Load,35.432
2019-01-01 21:15:00,32.597,35.577,39.349,0.013094,0.005095,0.0207,85.034,0.850341,21,Tuesday,0,Medium_Load,35.577
2019-01-01 21:30:00,32.597,35.578,39.349,0.017864,0.005095,0.0207,85.02,0.850205,21,Tuesday,0,Medium_Load,35.578
2019-01-01 21:45:00,32.57,35.746,39.371,0.017864,0.005041,0.020729,85.034,0.850341,21,Tuesday,0,Medium_Load,35.746
2019-01-01 22:00:00,32.672,35.821,39.278,0.018924,0.00501,0.020675,83.666,0.836664,22,Tuesday,0,Light_Load,35.821
2019-01-01 22:15:00,32.672,35.821,39.278,0.018924,0.00501,0.020643,83.491,0.834907,22,Tuesday,0,Light_Load,35.821
2019-01-01 22:30:00,32.493,35.695,39.267,0.018924,0.00501,0.020643,83.491,0.834907,22,Tuesday,0,Light_Load,35.695
2019-01-01 22:45:00,32.461,35.954,39.334,0.014154,0.005211,0.020639,83.501,0.83501,22,Tuesday,0,Light_Load,35.954
2019-01-01 23:00:00,32.521,36.747,39.363,0.018924,0.005211,0.020643,83.679,0.836788,23,Tuesday,0,Light_Load,36.747
2019-01-01 23:15:00,33.174,37.057,39.419,0.019975,0.005244,0.020662,83.7,0.836995,23,Tuesday,0,Light_Load,37.057
2019-01-01 23:30:00,33.452,37.478,40.551,0.019981,0.005437,0.020762,83.683,0.836827,23,Tuesday,0,Light_Load,37.478
2019-01-01 23:45:00,33.755,37.507,40.563,0.019981,0.005437,0.020762,83.702,0.837017,23,Tuesday,0,Light_Load,37.507
2019-01-02 00:00:00,31.969,37.15,41.022,0.019982,0.005476,0.020667,84.963,0.849626,0,Wednesday,0,Light_Load,37.15
2019-01-02 00:15:00,31.807,36.985,40.943,0.019669,0.005456,0.02064,84.844,0.84844,0,Wednesday,0,Light_Load,36.985
2019-01-02 00:30:00,31.926,37.009,40.979,0.019848,0.005517,0.020663,84.906,0.849058,0,Wednesday,0,Light_Load,37.009
2019-01-02 00:45:00,31.969,37.032,40.461,0.019668,0.00561,0.020679,84.963,0.849626,0,Wednesday,0,Light_Load,37.032
2019-01-02 01:00:00,32.033,37.032,40.461,0.014223,0.00561,0.020679,84.963,0.849626,1,Wednesday,0,Light_Load,37.032
2019-01-02 01:15:00,32.033,37.032,40.461,0.014223,0.00561,0.020679,84.963,0.849626,1,Wednesday,0,Light_Load,37.032
2019-01-02 01:30:00,32.033,37.032,40.461,0.014223,0.00561,0.020679,84.963,0.849626,1,Wednesday,0,Light_Load,37.032
2019-01-02 01:45:00,32.033,37.032,40.461,0.014223,0.00561,0.020679,84.963,0.849626,1,Wednesday,0,Light_Load,37.032
2019-01-02 02:00:00,32.986,37.032,40.461,0.014223,0.00561,0.020679,84.963,0.849626,2,Wednesday,0,Light_Load,37.032
2019-01-02 02:15:00,32.986,37.032,40.461,0.014223,0.00561,0.020679,84.963,0.849626,2,Wednesday,0,Light_Load,37.032
2019-01-02 02:30:00,32.986,37.032,40.461,0.014223,0.00561,0.020679,84.947,0.849466,2,Wednesday,0,Light_Load,37.032
2019-01-02 02:45:00,32.986,37.032,40.461,0.014223,0.00561,0.020679,84.947,0.849466,2,Wednesday,0,Light_Load,37.032
2019-01-02 03:00:00,33.829,37.049,40.676,0.014223,0.005626,0.020733,84.95,0.8495,3,Wednesday,0,Light_Load,37.049
2019-01-02 03:15:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.95,0.8495,3,Wednesday,0,Light_Load,37.049
2019-01-02 03:30:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.95,0.8495,3,Wednesday,0,Light_Load,37.049
2019-01-02 03:45:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.95,0.8495,3,Wednesday,0,Light_Load,37.049
2019-01-02 04:00:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.562,0.845619,4,Wednesday,0,Light_Load,37.049
2019-01-02 04:15:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.562,0.845619,4,Wednesday,0,Light_Load,37.049
2019-01-02 04:30:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.562,0.845619,4,Wednesday,0,Light_Load,37.049
2019-01-02 04:45:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.562,0.845619,4,Wednesday,0,Light_Load,37.049
2019-01-02 05:00:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.562,0.845619,5,Wednesday,0,Light_Load,37.049
2019-01-02 05:15:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.562,0.845619,5,Wednesday,0,Light_Load,37.049
2019-01-02 05:30:00,33.829,37.049,40.676,0.014223,0.005626,0.020764,84.562,0.845619,5,Wednesday,0,Light_Load,37.049
2019-01-02 05:45:00,33.829,37.049,40.676,0.014223,0.005582,0.020764,84.562,0.845619,5,Wednesday,0,Light_Load,37.049
2019-01-02 06:00:00,33.829,37.049,40.676,0.014223,0.005582,0.020764,84.562,0.845619,6,Wednesday,0,Medium_Load,37.049
2019-01-02 06:15:00,33.829,37.049,40.676,0.014223,0.005582,0.020764,84.562,0.845619,6,Wednesday,0,Medium_Load,37.049
2019-01-02 06:30:00,33.829,37.049,40.676,0.014223,0.005582,0.020764,84.562,0.845619,6,Wednesday,0,Medium_Load,37.049
2019-01-02 06:45:00,33.829,37.049,40.676,0.014223,0.005582,0.020764,84.562,0.845619,6,Wednesday,0,Medium_Load,37.049
2019-01-02 07:00:00,33.861,37.049,40.676,0.014223,0.005582,0.020764,84.561,0.845606,7,Wednesday,0,Medium_Load,37.049
2019-01-02 07:15:00,33.861,37.049,40.676,0.014223,0.005582,0.020764,84.561,0.845606,7,Wednesday,0,Medium_Load,37.049
2019-01-02 07:30:00,33.861,37.049,40.676,0.014223,0.005582,0.020764,84.561,0.845606,7,Wednesday,0,Medium_Load,37.049
2019-01-02 07:45:00,33.861,37.049,40.676,0.014223,0.005582,0.020764,84.561,0.845606,7,Wednesday,0,Medium_Load,37.049
2019-01-02 08:00:00,33.891,37.349,40.752,0.014223,0.006386,0.020764,84.643,0.846434,8,Wednesday,0,Maximum_Load,37.349
2019-01-02 08:15:00,34.064,37.991,40.791,0.019443,0.006386,0.020764,84.951,0.84951,8,Wednesday,0,Maximum_Load,37.991
2019-01-02 08:30:00,34.706,38.529,41.613,0.019982,0.006344,0.020753,85.09,0.850902,8,Wednesday,0,Maximum_Load,38.529
2019-01-02 08:45:00,34.487,38.61,41.515,0.019982,0.006541,0.020821,85.434,0.854344,8,Wednesday,0,Maximum_Load,38.61
2019-01-02 09:00:00,34.059,37.996,41.543,0.019982,0.006826,0.020862,85.243,0.85243,9,Wednesday,0,Maximum_Load,37.996
2019-01-02 09:15:00,33.729,37.565,41.357,0.01998,0.007884,0.020751,85.253,0.852534,9,Wednesday,0,Maximum_Load,37.565
2019-01-02 09:30:00,33.729,37.406,41.291,0.019982,0.007815,0.020751,85.253,0.852534,9,Wednesday,0,Maximum_Load,37.406
2019-01-02 09:45:00,33.848,37.447,41.349,0.019982,0.008028,0.020857,85.253,0.852534,9,Wednesday,0,Maximum_Load,37.447
2019-01-02 10:00:00,33.907,37.685,41.313,0.019982,0.008413,0.020804,85.308,0.853081,10,Wednesday,0,Maximum_Load,37.685
2019-01-02 10:15:00,34.059,37.71,41.313,0.018994,0.009085,0.020814,85.485,0.854852,10,Wednesday,0,Maximum_Load,37.71
2019-01-02 10:30:00,33.891,37.701,41.281,0.019445,0.009014,0.020814,85.308,0.853081,10,Wednesday,0,Maximum_Load,37.701
2019-01-02 10:45:00,33.881,37.652,41.281,0.018994,0.009014,0.020814,85.308,0.853081,10,Wednesday,0,Maximum_Load,37.652
2019-01-02 11:00:00,33.42,37.521,41.256,0.014224,0.008996,0.020747,85.085,0.850851,11,Wednesday,0,Maximum_Load,37.521
2019-01-02 11:15:00,33.387,37.49,41.238,0.014222,0.008996,0.020747,85.085,0.850851,11,Wednesday,0,Maximum_Load,37.49
2019-01-02 11:30:00,33.42,37.529,41.514,0.018994,0.009882,0.020747,85.075,0.850747,11,Wednesday,0,Maximum_Load,37.529
2019-01-02 11:45:00,33.446,37.607,41.539,0.014224,0.009882,0.020751,85.075,0.850747,11,Wednesday,0,Maximum_Load,37.607
2019-01-02 12:00:00,31.624,36.765,40.787,0.01405,0.009792,0.02058,84.783,0.84783,12,Wednesday,0,Maximum_Load,36.765
2019-01-02 12:15:00,31.17,36.072,40.605,0.019806,0.009514,0.020552,84.82,0.848198,12,Wednesday,0,Maximum_Load,36.072
2019-01-02 12:30:00,31.014,36.083,40.102,0.019805,0.009626,0.020634,84.82,0.848198,12,Wednesday,0,Maximum_Load,36.083
2019-01-02 12:45:00,30.739,36.337,40.257,0.019807,0.010331,0.020674,84.809,0.848095,12,Wednesday,0,Maximum_Load,36.337
2019-01-02 13:00:00,32.98,37.588,41.028,0.019981,0.010445,0.020763,85.305,0.853048,13,Wednesday,0,Maximum_Load,37.588
2019-01-02 13:15:00,34.081,38.21,41.199,0.019981,0.010605,0.020873,85.316,0.853163,13,Wednesday,0,Maximum_Load,38.21
2019-01-02 13:30:00,33.985,38.328,41.862,0.019982,0.009971,0.02082,85.294,0.85294,13,Wednesday,0,Maximum_Load,38.328
2019-01-02 13:45:00,33.52,37.669,41.744,0.019982,0.010447,0.02082,85.305,0.853048,13,Wednesday,0,Maximum_Load,37.669
2019-01-02 14:00:00,33.834,37.504,41.557,0.01998,0.010346,0.020772,85.308,0.85308,14,Wednesday,0,Maximum_Load,37.504
2019-01-02 14:15:00,33.953,37.456,41.549,0.019982,0.010491,0.020795,85.308,0.85308,14,Wednesday,0,Maximum_Load,37.456
2019-01-02 14:30:00,33.986,37.57,41.514,0.019982,0.010361,0.020795,85.308,0.85308,14,Wednesday,0,Maximum_Load,37.57
2019-01-02 14:45:00,34.164,37.716,41.624,0.014222,0.010423,0.020814,85.475,0.854746,14,Wednesday,0,Maximum_Load,37.716
2019-01-02 15:00:00,34.164,37.767,41.678,0.018994,0.010573,0.020814,85.542,0.855419,15,Wednesday,0,Maximum_Load,37.767
2019-01-02 15:15:00,34.012,37.729,41.678,0.018994,0.010573,0.020814,85.556,0.855555,15,Wednesday,0,Maximum_Load,37.729
2019-01-02 15:30:00,33.986,37.651,41.567,0.014222,0.01067,0.02081,85.556,0.855555,15,Wednesday,0,Maximum_Load,37.651
2019-01-02 15:45:00,33.953,37.584,41.567,0.014224,0.01067,0.02081,85.566,0.855659,15,Wednesday,0,Maximum_Load,37.584
2019-01-02 16:00:00,33.986,37.605,41.543,0.014222,0.010689,0.020748,85.558,0.85558,16,Wednesday,0,Maximum_Load,37.605
2019-01-02 16:15:00,33.996,37.706,41.568,0.014224,0.010689,0.020753,85.548,0.855476,16,Wednesday,0,Maximum_Load,37.706
2019-01-02 16:30:00,34.164,37.767,41.654,0.014224,0.010689,0.020753,85.534,0.85534,16,Wednesday,0,Maximum_Load,37.767
2019-01-02 16:45:00,34.012,37.727,41.654,0.014222,0.010689,0.020753,85.548,0.855476,16,Wednesday,0,Maximum_Load,37.727
2019-01-02 17:00:00,33.955,37.651,41.543,0.014224,0.010689,0.020748,85.537,0.855374,17,Wednesday,0,Maximum_Load,37.651
2019-01-02 17:15:00,33.923,37.584,41.543,0.014224,0.010689,0.020748,85.548,0.855477,17,Wednesday,0,Maximum_Load,37.584
2019-01-02 17:30:00,33.955,37.605,41.543,0.014222,0.010689,0.020748,85.548,0.855477,17,Wednesday,0,Maximum_Load,37.605
2019-01-02 17:45:00,33.966,37.706,41.568,0.014224,0.010689,0.020753,85.537,0.855374,17,Wednesday,0,Maximum_Load,37.706
2019-01-02 18:00:00,33.889,37.765,41.654,0.014224,0.010689,0.020753,85.521,0.855213,18,Wednesday,0,Medium_Load,37.765
2019-01-02 18:15:00,33.737,37.725,41.654,0.014222,0.010689,0.020753,85.537,0.855374,18,Wednesday,0,Medium_Load,37.725
2019-01-02 18:30:00,33.711,37.649,41.543,0.014224,0.010689,0.020748,85.537,0.855374,18,Wednesday,0,Medium_Load,37.649
2019-01-02 18:45:00,33.678,37.582,41.543,0.014224,0.010689,0.020748,85.548,0.855477,18,Wednesday,0,Medium_Load,37.582
2019-01-02 19:00:00,33.924,37.605,41.543,0.014222,0.010689,0.020748,85.548,0.855477,19,Wednesday,0,Medium_Load,37.605
2019-01-02 19:15:00,33.934,37.706,41.568,0.014224,0.010689,0.020753,85.537,0.855374,19,Wednesday,0,Medium_Load,37.706
2019-01-02 19:30:00,34.102,37.767,41.654,0.014224,0.010689,0.020753,85.524,0.855238,19,Wednesday,0,Medium_Load,37.767
2019-01-02 19:45:00,33.95,37.727,41.654,0.014222,0.010689,0.020753,85.537,0.855374,19,Wednesday,0,Medium_Load,37.727
2019-01-02 20:00:00,33.924,37.651,41.543,0.014224,0.010689,0.020748,85.537,0.855374,20,Wednesday,0,Medium_Load,37.651
2019-01-02 20:15:00,33.891,37.584,41.543,0.014224,0.010689,0.020748,85.548,0.855477,20,Wednesday,0,Medium_Load,37.584
2019-01-02 20:30:00,33.924,37.605,41.543,0.014222,0.010689,0.020748,85.548,0.855477,20,Wednesday,0,Medium_Load,37.605
2019-01-02 20:45:00,33.934,37.706,41.568,0.014224,0.010689,0.020753,85.537,0.855374,20,Wednesday,0,Medium_Load,37.706
2019-01-02 21:00:00,34.102,37.767,41.654,0.014224,0.010689,0.020753,85.494,0.854939,21,Wednesday,0,Medium_Load,37.767
2019-01-02 21:15:00,33.95,37.727,41.654,0.014222,0.010689,0.020753,85.508,0.855075,21,Wednesday,0,Medium_Load,37.727
2019-01-02 21:30:00,33.924,37.651,41.543,0.014224,0.010689,0.020748,85.508,0.855075,21,Wednesday,0,Medium_Load,37.651
2019-01-02 21:45:00,33.891,37.584,41.543,0.014224,0.010689,0.020748,85.518,0.855179,21,Wednesday,0,Medium_Load,37.584
2019-01-02 22:00:00,33.765,37.587,41.438,0.014222,0.010673,0.020694,83.978,0.839784,22,Wednesday,0,Light_Load,37.587
2019-01-02 22:15:00,33.775,37.689,41.463,0.014224,0.010673,0.020699,83.968,0.83968,22,Wednesday,0,Light_Load,37.689
2019-01-02 22:30:00,33.943,37.749,41.549,0.014224,0.010673,0.020699,84.144,0.841437,22,Wednesday,0,Light_Load,37.749
2019-01-02 22:45:00,33.791,37.71,41.549,0.014222,0.010673,0.020699,83.968,0.83968,22,Wednesday,0,Light_Load,37.71
2019-01-02 23:00:00,33.614,37.633,41.438,0.014224,0.010673,0.020694,83.98,0.839805,23,Wednesday,0,Light_Load,37.633
2019-01-02 23:15:00,33.581,37.566,41.438,0.014224,0.010825,0.020722,83.991,0.839908,23,Wednesday,0,Light_Load,37.566
2019-01-02 23:30:00,33.614,37.587,41.438,0.014222,0.010825,0.020722,83.991,0.839908,23,Wednesday,0,Light_Load,37.587
2019-01-02 23:45:00,33.624,37.689,41.463,0.014224,0.010825,0.020726,83.98,0.839805,23,Wednesday,0,Light_Load,37.689
