date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,hour,day,month,day_of_week,is_weekend,hour_sin,hour_cos,month_sin,month_cos,Usage_kWh_lag_1,Usage_kWh_lag_2,Usage_kWh_lag_4,Usage_kWh_lag_96,Usage_kWh_diff_1,Usage_kWh_rolling_mean_4,Usage_kWh_rolling_std_4,Usage_kWh_rolling_min_4,Usage_kWh_rolling_max_4,Usage_kWh_rolling_mean_96,Usage_kWh_rolling_std_96,Usage_kWh_rolling_min_96,Usage_kWh_rolling_max_96,Usage_kWh_ewma_4
2018-01-01 05:45:00,3.28,3.49,0.0,0.0,68.48,100.0,20700,Weekday,Monday,Light_Load,5,1,1,0,0,0.9659258262890683,0.25881904510252074,0.0,1.0,3.56,3.56,3.74,3.42,-0.28000000000000025,3.5425,0.17670597047072292,3.31,3.74,3.507826086956522,0.25434329917257914,3.17,4.0,3.533250401248618
2018-01-01 06:00:00,3.78,4.32,0.0,0.0,65.85,100.0,21600,Weekday,Monday,Light_Load,6,1,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,3.28,3.56,3.31,3.42,0.5,3.4275,0.15348724159790345,3.28,3.56,3.498333333333333,0.25306240279848946,3.17,4.0,3.4319502407491704
2018-01-01 06:15:00,3.35,3.64,0.0,0.0,67.72,100.0,22500,Weekday,Monday,Light_Load,6,1,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,3.78,3.28,3.56,3.42,-0.4299999999999997,3.545,0.20485767417079268,3.28,3.78,3.5096,0.2540583922382149,3.17,4.0,3.571170144449502
2018-01-01 06:30:00,3.24,3.35,0.0,0.0,69.52,100.0,23400,Weekday,Monday,Light_Load,6,1,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,3.35,3.78,3.56,3.42,-0.10999999999999988,3.4925,0.22559181427229702,3.28,3.78,3.5034615384615386,0.25088550867186105,3.17,4.0,3.4827020866697014
2018-01-01 06:45:00,3.89,4.46,0.0,0.0,65.73,100.0,24300,Weekday,Monday,Light_Load,6,1,1,0,0,1.0,6.123233995736766e-17,0.0,1.0,3.24,3.35,3.28,3.42,0.6499999999999999,3.4125,0.24918199506919905,3.24,3.78,3.4937037037037038,0.25118409044652346,3.17,4.0,3.385621252001821
2018-01-01 07:00:00,3.31,3.53,0.0,0.0,68.4,100.0,25200,Weekday,Monday,Light_Load,7,1,1,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,3.89,3.24,3.78,3.42,-0.5800000000000001,3.5650000000000004,0.3181718613160713,3.24,3.89,3.507857142857143,0.25761523337257924,3.17,4.0,3.5873727512010927
2018-01-01 07:15:00,3.28,3.49,0.0,0.0,68.48,100.0,26100,Weekday,Monday,Light_Load,7,1,1,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,3.31,3.89,3.35,3.42,-0.03000000000000025,3.4475,0.29848227194703963,3.24,3.89,3.501034482758621,0.25562730722097027,3.17,4.0,3.4764236507206556
2018-01-01 07:30:00,3.85,4.75,0.0,0.0,62.97,100.0,27000,Weekday,Monday,Light_Load,7,1,1,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,3.28,3.31,3.24,3.42,0.5700000000000003,3.43,0.3080043289739067,3.24,3.89,3.493666666666667,0.2544023873957233,3.17,4.0,3.397854190432393
2018-01-01 07:45:00,3.2,3.6,0.0,0.0,66.44,100.0,27900,Weekday,Monday,Light_Load,7,1,1,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,3.85,3.28,3.89,3.42,-0.6499999999999999,3.5825,0.3326033673912519,3.28,3.89,3.5051612903225804,0.2581843135919497,3.17,4.0,3.578712514259436
2018-01-01 08:00:00,3.31,3.78,0.0,0.0,65.88,100.0,28800,Weekday,Monday,Light_Load,8,1,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,3.2,3.85,3.31,3.42,0.10999999999999988,3.41,0.2969848480983497,3.2,3.85,3.495625,0.25965159659224746,3.17,4.0,3.427227508555662
2018-01-01 08:15:00,3.78,4.75,0.0,0.0,62.27,100.0,29700,Weekday,Monday,Light_Load,8,1,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,3.31,3.2,3.28,3.42,0.46999999999999975,3.41,0.2969848480983497,3.2,3.85,3.49,0.2575970690827052,3.17,4.0,3.380336505133397
2018-01-01 08:30:00,3.28,3.74,0.0,0.0,65.94,100.0,30600,Weekday,Monday,Light_Load,8,1,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,3.78,3.31,3.85,3.42,-0.5,3.535,0.327668531700355,3.2,3.85,3.498529411764706,0.2584936826253579,3.17,4.0,3.540201903080038
2018-01-01 08:45:00,3.49,4.46,0.18,0.0,61.63,99.87,31500,Weekday,Monday,Light_Load,8,1,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,3.28,3.78,3.2,3.42,0.2100000000000004,3.3925,0.26247222075234256,3.2,3.78,3.4922857142857144,0.2573288776264805,3.17,4.0,3.436121141848023
2018-01-01 09:00:00,3.89,0.0,15.66,0.0,100.0,24.11,32400,Weekday,Monday,Light_Load,9,1,1,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,3.49,3.28,3.31,3.42,0.3999999999999999,3.4650000000000003,0.22956480566497964,3.28,3.78,3.4922222222222223,0.25362639690369215,3.17,4.0,3.4576726851088138
2018-01-01 09:15:00,3.6,0.0,16.96,0.0,100.0,20.76,33300,Weekday,Monday,Light_Load,9,1,1,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,3.89,3.49,3.78,3.42,-0.29000000000000004,3.6100000000000003,0.2772483844257106,3.28,3.89,3.5029729729729735,0.258487748096338,3.17,4.0,3.6306036110652884
2018-01-01 09:30:00,4.03,0.0,21.28,0.0,100.0,18.61,34200,Weekday,Monday,Light_Load,9,1,1,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,3.6,3.89,3.28,3.42,0.43000000000000016,3.565,0.25409971795865227,3.28,3.89,3.505526315789474,0.2554561089758606,3.17,4.0,3.618362166639173
2018-01-01 09:45:00,3.92,0.0,19.22,0.0,100.0,19.98,35100,Weekday,Monday,Light_Load,9,1,1,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,4.03,3.6,3.49,3.42,-0.11000000000000032,3.7525,0.25038303989421196,3.49,4.03,3.518974358974359,0.26569466915987044,3.17,4.03,3.783017299983504
2018-01-01 10:00:00,3.64,0.0,16.88,0.0,100.0,21.08,36000,Weekday,Monday,Light_Load,10,1,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,3.92,4.03,3.89,3.42,-0.2799999999999998,3.86,0.18348478592697134,3.6,4.03,3.529,0.26982235371462937,3.17,4.03,3.837810379990102
2018-01-01 10:15:00,4.07,0.0,22.32,0.0,100.0,17.94,36900,Weekday,Monday,Light_Load,10,1,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,3.64,3.92,3.6,3.42,0.43000000000000016,3.7975000000000003,0.21045585443666456,3.6,4.03,3.531707317073171,0.266991595738746,3.17,4.03,3.758686227994062
2018-01-01 10:30:00,3.71,0.0,18.0,0.0,100.0,20.19,37800,Weekday,Monday,Light_Load,10,1,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,4.07,3.64,4.03,3.42,-0.3600000000000003,3.915,0.193993127026019,3.64,4.07,3.5445238095238096,0.27648668984814145,3.17,4.07,3.883211736796437
2018-01-01 10:45:00,3.6,0.0,16.92,0.0,100.0,20.81,38700,Weekday,Monday,Light_Load,10,1,1,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,3.71,4.07,3.92,3.42,-0.10999999999999988,3.835,0.19672315572905974,3.64,4.07,3.5483720930232563,0.2743384270130438,3.17,4.07,3.813927042077862
2018-01-01 11:00:00,4.21,0.0,23.4,0.0,100.0,17.71,39600,Weekday,Monday,Light_Load,11,1,1,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,3.6,3.71,3.64,3.42,0.6099999999999999,3.7550000000000003,0.21486429825977751,3.6,4.07,3.549545454545455,0.27124137148813665,3.17,4.07,3.728356225246717
2018-01-01 11:15:00,3.49,0.0,5.65,0.0,100.0,52.55,40500,Weekday,Monday,Light_Load,11,1,1,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,4.21,3.6,4.07,3.42,-0.7199999999999998,3.8975,0.28929512036442384,3.6,4.21,3.564222222222222,0.2856451142819203,3.17,4.21,3.9210137351480303
2018-01-01 11:30:00,3.46,0.0,4.82,0.0,100.0,58.31,41400,Weekday,Monday,Light_Load,11,1,1,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,3.49,4.21,3.71,3.42,-0.03000000000000025,3.7525,0.31794915736115187,3.49,4.21,3.5626086956521736,0.28266536778482,3.17,4.21,3.748608241088818
2018-01-01 11:45:00,4.0,0.0,6.7,0.0,100.0,51.26,42300,Weekday,Monday,Light_Load,11,1,1,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,3.46,3.49,3.6,3.42,0.54,3.6900000000000004,0.3518522417151835,3.46,4.21,3.560425531914894,0.27997637669607606,3.17,4.21,3.6331649446532905
2018-01-01 12:00:00,3.49,0.0,4.57,0.0,100.0,60.69,43200,Weekday,Monday,Light_Load,12,1,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,4.0,3.46,4.21,3.42,-0.5099999999999998,3.79,0.3738983819167981,3.46,4.21,3.5695833333333336,0.2841557733816072,3.17,4.21,3.7798989667919742
2018-01-01 12:15:00,3.6,0.0,12.89,0.0,100.0,26.9,44100,Weekday,Monday,Light_Load,12,1,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,3.49,4.0,3.49,3.42,0.10999999999999988,3.6100000000000003,0.2603843313258309,3.46,4.0,3.5679591836734694,0.2814099885090312,3.17,4.21,3.6639393800751847
2018-01-01 12:30:00,4.25,0.0,23.15,0.0,100.0,18.06,45000,Weekday,Monday,Light_Load,12,1,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,3.6,3.49,3.46,3.42,0.6499999999999999,3.6375,0.24904818810824547,3.46,4.0,3.5686,0.278560512606639,3.17,4.21,3.638363628045111
2018-01-01 12:45:00,3.67,0.0,16.67,0.0,100.0,21.5,45900,Weekday,Monday,Light_Load,12,1,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,4.25,3.6,4.0,3.42,-0.5800000000000001,3.835,0.35294003267788465,3.49,4.25,3.5819607843137256,0.2918014366506316,3.17,4.25,3.8830181768270666
2018-01-01 13:00:00,3.67,0.0,16.63,0.0,100.0,21.55,46800,Weekday,Monday,Light_Load,13,1,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,3.67,4.25,3.49,3.42,0.0,3.7525,0.3398406489322113,3.49,4.25,3.583653846153846,0.28918430818867763,3.17,4.25,3.79781090609624
2018-01-01 13:15:00,4.25,0.0,23.33,0.0,100.0,17.92,47700,Weekday,Monday,Light_Load,13,1,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,3.67,3.67,3.6,3.42,0.5800000000000001,3.7975,0.30346608816582193,3.6,4.25,3.5852830188679246,0.2866356825550303,3.17,4.25,3.7466865436577437
2018-01-01 13:30:00,3.64,0.0,16.74,0.0,100.0,21.25,48600,Weekday,Monday,Light_Load,13,1,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,4.25,3.67,4.25,3.42,-0.6099999999999999,3.96,0.3348631561299821,3.67,4.25,3.597592592592593,0.2979802145210011,3.17,4.25,3.9480119261946465
2018-01-01 13:45:00,3.67,0.0,16.99,0.0,100.0,21.11,49500,Weekday,Monday,Light_Load,13,1,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,3.64,4.25,3.67,3.42,0.029999999999999805,3.8075,0.2953387885124468,3.64,4.25,3.5983636363636364,0.29526362129562467,3.17,4.25,3.8248071557167878
2018-01-01 14:00:00,4.28,0.0,23.4,0.0,100.0,17.99,50400,Weekday,Monday,Light_Load,14,1,1,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,3.67,3.64,3.67,3.42,0.6100000000000003,3.8075,0.2953387885124468,3.64,4.25,3.5996428571428574,0.29272366296072283,3.17,4.25,3.7628842934300724
2018-01-01 14:15:00,3.64,0.0,16.67,0.0,100.0,21.33,51300,Weekday,Monday,Light_Load,14,1,1,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,4.28,3.67,4.25,3.42,-0.6400000000000001,3.96,0.35260932110954285,3.64,4.28,3.611578947368421,0.30377264450386604,3.17,4.28,3.9697305760580437
2018-01-01 14:30:00,3.78,0.0,18.25,0.0,100.0,20.28,52200,Weekday,Monday,Light_Load,14,1,1,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,3.64,4.28,3.64,3.42,0.13999999999999968,3.8075,0.31531730050855106,3.64,4.28,3.6120689655172415,0.30111930736101555,3.17,4.28,3.837838345634826
2018-01-01 14:45:00,4.1,0.0,22.1,0.0,100.0,18.24,53100,Weekday,Monday,Light_Load,14,1,1,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,3.78,3.64,3.67,3.42,0.31999999999999984,3.8425,0.29781146161064126,3.64,4.28,3.614915254237288,0.29931169822499554,3.17,4.28,3.8147030073808956
2018-01-01 15:00:00,3.64,0.0,16.7,0.0,100.0,21.3,54000,Weekday,Monday,Light_Load,15,1,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,4.1,3.78,4.28,3.42,-0.4599999999999995,3.9499999999999997,0.29234682599040834,3.64,4.28,3.6229999999999998,0.30329992986749454,3.17,4.28,3.9288218044285372
2018-01-01 15:15:00,3.92,0.0,19.33,0.0,100.0,19.87,54900,Weekday,Monday,Light_Load,15,1,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,3.64,4.1,3.64,3.42,0.2799999999999998,3.79,0.21694853460363914,3.64,4.1,3.6232786885245902,0.30076968659022923,3.17,4.28,3.8132930826571227
2018-01-01 15:30:00,4.1,0.0,21.35,0.0,100.0,18.86,55800,Weekday,Monday,Light_Load,15,1,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,3.92,3.64,3.78,3.42,0.17999999999999972,3.86,0.19663841605003396,3.64,4.1,3.628064516129032,0.3006650481503798,3.17,4.28,3.8559758495942735
2018-01-01 15:45:00,3.6,0.0,16.81,0.0,100.0,20.94,56700,Weekday,Monday,Light_Load,15,1,1,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,4.1,3.92,4.1,3.42,-0.49999999999999956,3.94,0.21725560982400294,3.64,4.1,3.6355555555555554,0.30409982326361285,3.17,4.28,3.9535855097565635
2018-01-01 16:00:00,3.96,0.0,20.45,0.0,100.0,19.01,57600,Weekday,Monday,Light_Load,16,1,1,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,3.6,4.1,3.64,3.42,0.3599999999999999,3.815,0.23741665204165066,3.6,4.1,3.6350000000000002,0.30170941554510927,3.17,4.28,3.812151305853938
2018-01-01 16:15:00,4.0,0.0,20.77,0.0,100.0,18.91,58500,Weekday,Monday,Light_Load,16,1,1,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,3.96,3.6,3.92,3.42,0.040000000000000036,3.895,0.21126602503320976,3.6,4.1,3.64,0.30204511252460287,3.17,4.28,3.8712907835123627
2018-01-01 16:30:00,3.6,0.0,16.81,0.0,100.0,20.94,59400,Weekday,Monday,Light_Load,16,1,1,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,4.0,3.96,4.1,3.42,-0.3999999999999999,3.915,0.21809783737273997,3.6,4.1,3.6454545454545455,0.3029708379882933,3.17,4.28,3.9227744701074174
2018-01-01 16:45:00,4.07,0.0,21.64,0.0,100.0,18.48,60300,Weekday,Monday,Light_Load,16,1,1,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,3.6,4.0,3.6,3.42,0.4700000000000002,3.79,0.21999999999999922,3.6,4.0,3.644776119402985,0.3007181213561722,3.17,4.28,3.793664682064451
2018-01-01 17:00:00,3.82,0.0,19.19,0.0,100.0,19.52,61200,Weekday,Monday,Light_Load,17,1,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,4.07,3.6,3.96,3.42,-0.25000000000000044,3.9075,0.20998015779274531,3.6,4.07,3.651029411764706,0.3028872984130357,3.17,4.28,3.9041988092386704
2018-01-01 17:15:00,3.56,0.0,16.96,0.0,100.0,20.54,62100,Weekday,Monday,Light_Load,17,1,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,3.82,4.07,4.0,3.42,-0.2599999999999998,3.8725,0.20998015779274545,3.6,4.07,3.6534782608695653,0.3013392952205035,3.17,4.28,3.8705192855432022
2018-01-01 17:30:00,4.1,0.0,23.51,0.0,100.0,17.18,63000,Weekday,Monday,Light_Load,17,1,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,3.56,3.82,3.6,3.42,0.5399999999999996,3.7625,0.23471614061812274,3.56,4.07,3.652142857142857,0.2993562796979829,3.17,4.28,3.746311571325921
2018-01-01 17:45:00,3.6,0.0,17.39,0.0,100.0,20.27,63900,Weekday,Monday,Light_Load,17,1,1,0,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,4.1,3.56,4.07,3.42,-0.49999999999999956,3.8875,0.2518432051892598,3.56,4.1,3.658450704225352,0.3019254775002976,3.17,4.28,3.887786942795553
2018-01-01 18:00:00,3.6,0.0,17.35,0.0,100.0,20.32,64800,Weekday,Monday,Light_Load,18,1,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,3.6,4.1,3.82,3.42,0.0,3.77,0.24792471975715982,3.56,4.1,3.657638888888889,0.2998708316082981,3.17,4.28,3.7726721656773314
2018-01-01 18:15:00,4.0,0.0,8.96,0.0,100.0,40.77,65700,Weekday,Monday,Light_Load,18,1,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,3.6,3.6,3.56,3.42,0.3999999999999999,3.715,0.2573583752927674,3.56,4.1,3.656849315068493,0.29785751959400153,3.17,4.28,3.7036032994063985
2018-01-01 18:30:00,3.42,0.0,5.47,0.0,100.0,53.01,66600,Weekday,Monday,Light_Load,18,1,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,4.0,3.6,4.1,3.42,-0.5800000000000001,3.825,0.26299556396765755,3.6,4.1,3.6614864864864862,0.2984878898093331,3.17,4.28,3.8221619796438393
2018-01-01 18:45:00,3.67,0.0,16.24,0.0,100.0,22.04,67500,Weekday,Monday,Light_Load,18,1,1,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,3.42,4.0,3.6,3.42,0.25,3.655,0.24515301344262486,3.42,4.0,3.6582666666666666,0.29777269279867924,3.17,4.28,3.661297187786303
2018-01-01 19:00:00,4.07,0.0,22.57,0.0,100.0,17.75,68400,Weekday,Monday,Light_Load,19,1,1,0,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,3.67,3.42,3.6,3.42,0.40000000000000036,3.6725,0.24240118261537655,3.42,4.0,3.6584210526315792,0.2957839420098346,3.17,4.28,3.664778312671782
